place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
WV,11,CLEAR CHOICE(A426),G van Niekerk,C S Shum,117,---,---,---,---,---,---,8(36),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2019/09/15
1,5,WATER DIVINER(V356),M Chadwick,K W Lui,121,1178,8,-,"9                                                            

5                                                            

1",1:08.19,30,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
2,7,FAT TURTLE(C215),G van Niekerk,F C Lor,117,1143,4,SH,"3                                                            

3                                                            

2",1:08.20,3.1,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
3,1,CALIFORNIA WHIP(A114),K H Chan,A S Cruz,123,1148,2,1-1/2,"5                                                            

4                                                            

3",1:08.44,9.7,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
4,10,HANDSOME BO BO(B119),H W Lai,K L Man,114,1167,1,2,"1                                                            

1                                                            

4",1:08.52,15,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
5,6,LUCKY HERO(B057),C Y Ho,C S Shum,118,1175,9,3,"10                                                            

12                                                            

5",1:08.68,24,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
6,8,PERFECT GLORY(B411),H N Wong,C Fownes,114,1101,10,3-1/4,"12                                                            

11                                                            

6",1:08.70,228,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
7,4,RACING FIGHTER(B285),Z Purton,C H Yip,124,1150,11,3-1/4,"11                                                            

8                                                            

7",1:08.70,6.9,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
8,12,TEAM SPIRIT(B230),T H So,W Y So,112,1180,12,3-1/2,"2                                                            

2                                                            

8",1:08.75,181,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
9,3,RAGING STORM(B173),J Moreira,J Size,128,1156,6,3-3/4,"7                                                            

10                                                            

9",1:08.80,6.6,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
10,9,HELLO BEAUTY(B410),C Schofield,J Moore,117,1180,3,5,"8                                                            

6                                                            

10",1:09.00,4.4,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
11,11,PRANCE DRAGON(B349),K Teetan,A T Millard,114,1102,5,6,"6                                                            

9                                                            

11",1:09.15,21,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
12,2,STYLING CITY(B280),B Shinn,J Moore,130,1172,7,8,"4                                                            

7                                                            

12",1:09.45,13,9(37),Class 2 - 1200M - (100-80),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 2,100,000",Sha Tin,2019/09/15
1,3,HAPPY FUN(B316),Z Purton,C S Shum,130,1131,1,-,"1                                                            

1                                                            

1                                                            

1",1:21.20,2,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
2 DH,2,COT CAMPBELL(C298),K C Leung,A T Millard,133,1076,7,1-1/2,"9                                                            

9                                                            

7                                                            

2",1:21.44,56,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
2 DH,9,MIGHTY MAVERICK(V150),C Y Ho,C Fownes,120,1163,10,1-1/2,"5                                                            

5                                                            

5                                                            

2",1:21.44,14,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
4,11,CIRCUIT HASSLER(A041),J Moreira,A S Cruz,119,1178,8,1-3/4,"2                                                            

2                                                            

2                                                            

4",1:21.49,5.2,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
5,5,FLYING QUEST(A071),K H Chan,D J Hall,114,1072,13,3,"13                                                            

14                                                            

11                                                            

5",1:21.66,90,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
6,8,LOOKING GOOD(B256),G van Niekerk,F C Lor,122,1154,4,3-1/4,"3                                                            

3                                                            

4                                                            

6",1:21.70,10,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
7,13,AMAZING LUCK(B401),K Teetan,P O'Sullivan,118,1159,9,3-1/2,"4                                                            

4                                                            

3                                                            

7",1:21.73,12,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
8,10,ULTIMATE GLORY(S235),H W Lai,K L Man,120,1268,3,4,"6                                                            

6                                                            

6                                                            

8",1:21.82,70,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
9,4,TASHIDELEK(C084),N Callan,J Moore,129,1116,14,4,"14                                                            

13                                                            

9                                                            

9",1:21.82,30,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
10,1,ASSIMILATE(C160),C Schofield,K H Ting,133,1096,6,4-1/2,"8                                                            

10                                                            

10                                                            

10",1:21.92,8.4,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
11,12,UNICORNBABY(C203),R Bayliss,R Gibson,119,1129,11,5-1/2,"11                                                            

11                                                            

12                                                            

11",1:22.06,35,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
12,14,HO HO FEEL(T029),H T Mo,C H Yip,114,1163,2,5-3/4,"10                                                            

12                                                            

8                                                            

12",1:22.11,150,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
13,7,MONGOLIAN LEGEND(B317),T H So,Y S Tsui,121,1130,5,20-1/2,"7                                                            

8                                                            

14                                                            

13",1:24.48,23,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
14,6,BEAR AGAIN(C301),M Chadwick,D E Ferraris,123,1061,12,26-1/4,"12                                                            

7                                                            

13                                                            

14",1:25.40,154,10(38),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2019/09/15
1,2,BLADE RACER(C097),H T Mo,C S Shum,128,996,12,-,"1                                                            

1                                                            

1",1:10.17,37,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
2,3,NEVER BETTER(T140),Z Purton,P O'Sullivan,131,1187,2,2,"10                                                            

7                                                            

2",1:10.49,5.8,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
3,7,LET'S COME BACK(B367),C Schofield,C Fownes,125,1147,7,2,"9                                                            

6                                                            

3",1:10.50,15,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
4,1,CORRE RAPIDO(A053),K H Chan,R Gibson,123,1129,11,2-1/2,"2                                                            

2                                                            

4",1:10.57,5.8,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
5,9,RUN MOOCHI(B277),M F Poon,K L Man,114,1078,5,3-1/4,"11                                                            

8                                                            

5",1:10.69,10,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
6,12,WINNING CIRCLE(B275),T H So,C W Chang,111,1131,6,4,"12                                                            

11                                                            

6",1:10.81,99,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
7,5,EXPONENTS(A031),C Y Ho,Y S Tsui,129,1122,9,4-1/4,"8                                                            

12                                                            

7",1:10.83,4.2,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
8,11,SHINING BRIGHT(B297),K Teetan,C W Chang,113,1034,8,4-1/2,"3                                                            

4                                                            

8",1:10.89,47,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
9,6,YEE CHEONG LUCKY(B357),J Moreira,D J Hall,129,1111,3,5,"4                                                            

3                                                            

9",1:10.98,3.1,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
10,8,WHISTLE UP(A082),H W Lai,L Ho,118,1159,1,6-3/4,"6                                                            

5                                                            

10",1:11.26,15,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
11,10,FORTUNE WAY(B120),M L Yeung,T P Yung,113,1133,4,13-1/4,"7                                                            

9                                                            

11",1:12.28,47,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
12,4,WINNERS BROTHER(C220),K C Leung,K H Ting,130,1051,10,23-1/2,"5                                                            

10                                                            

12",1:13.91,135,1(39),Class 5 - 1200M - (40-0),GOOD,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2019/09/21
1,2,MERIDIAN GENIUS(C067),J Moreira,A T Millard,131,1125,5,-,"11                                                            

6                                                            

1",0:56.81,5.4,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
2,8,VICTORY POWER(B294),Z Purton,D J Whyte,126,1105,14,NOSE,"6                                                            

5                                                            

2",0:56.81,2.8,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
3,7,QUADRUPLE DOUBLE(B250),M F Poon,D J Hall,123,1105,7,4,"2                                                            

1                                                            

3",0:57.44,10,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
4,4,SUNSHINE UNIVERSE(A130),K H Chan,R Gibson,120,1085,8,4-1/2,"10                                                            

10                                                            

4",0:57.52,15,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
5,3,GUNNAR(C222),N Callan,C Fownes,130,1123,4,6-1/2,"7                                                            

4                                                            

5",0:57.83,3.7,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
6,11,G UNIT(C329),G van Niekerk,J Moore,124,1030,13,6-3/4,"1                                                            

2                                                            

6",0:57.89,16,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
7,13,JIMSON THE DRAGON(C017),A Sanna,C H Yip,119,1054,12,7,"4                                                            

7                                                            

7",0:57.93,57,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
8,1,E GENERATION(C322),R Bayliss,K L Man,131,1081,10,7-3/4,"12                                                            

11                                                            

8",0:58.04,110,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
9,12,GUN GUN WIN(C092),C Schofield,W Y So,123,1085,2,7-3/4,"9                                                            

9                                                            

9",0:58.06,45,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
10,9,WONDER WIN(C418),T H So,L Ho,124,1066,9,8-3/4,"13                                                            

13                                                            

10",0:58.21,275,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
11,10,APOLLOS BOW(C384),H N Wong,Y S Tsui,122,1158,11,8-3/4,"3                                                            

8                                                            

11",0:58.21,146,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
12,14,HAPPY GOOD GUYS(B466),H W Lai,P F Yiu,118,1120,6,8-3/4,"5                                                            

3                                                            

12",0:58.22,11,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
13,5,TARGET FINDER(C154),M L Yeung,C W Chang,125,1081,3,10-1/4,"14                                                            

14                                                            

13",0:58.45,208,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
14,6,GLORIOUS BUDDY(C405),C Y Ho,C S Shum,126,1052,1,12-1/4,"8                                                            

12                                                            

14",0:58.76,30,2(40),Class 4 - 1000M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
1,13,FUN TIMES(B079),K Teetan,A T Millard,118,1114,8,-,"4                                                            

9                                                            

5                                                            

1",1:21.54,11,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
2,7,RELENTLESS ME(A178),J Moreira,D J Whyte,126,1142,4,1-1/4,"2                                                            

1                                                            

1                                                            

2",1:21.76,3.1,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
3,14,MR MAGELLAN(C008),G van Niekerk,Y S Tsui,118,1084,2,2-1/2,"5                                                            

3                                                            

3                                                            

3",1:21.94,4.3,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
4,9,VILLA FIONN(B339),M Chadwick,P F Yiu,124,1013,14,2-3/4,"13                                                            

13                                                            

12                                                            

4",1:21.99,20,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
5,3,SEVENTY SEVENTY(B191),Z Purton,D J Hall,132,1116,9,3-1/2,"10                                                            

10                                                            

11                                                            

5",1:22.09,6.5,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
6,12,LOTUS BREEZE(T112),C Schofield,W Y So,120,1078,11,3-3/4,"9                                                            

11                                                            

9                                                            

6",1:22.13,11,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
7,11,GOLDEN FOUR(B225),U Rispoli,C W Chang,122,1012,3,4,"8                                                            

7                                                            

7                                                            

7",1:22.17,17,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
8,2,SHOUSON(C326),N Callan,J Moore,133,1120,5,8,"3                                                            

6                                                            

4                                                            

8",1:22.80,14,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
9,4,FORTUNATE RUNNER(A292),C Y Ho,K W Lui,129,1171,13,8-1/4,"11                                                            

14                                                            

13                                                            

9",1:22.88,12,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
10,1,AMAZING CHOCOLATE(C059),A Sanna,R Gibson,133,1198,6,9,"12                                                            

8                                                            

8                                                            

10",1:22.97,50,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
11,8,PHENOMENAL(C255),H N Wong,K H Ting,121,1105,7,10-1/2,"1                                                            

2                                                            

2                                                            

11",1:23.23,306,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
12,6,PARTY EVERYDAY(C414),K C Leung,A S Cruz,128,1127,10,11-1/2,"7                                                            

4                                                            

10                                                            

12",1:23.40,28,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
13,10,SUPERB AGILITY(C354),H T Mo,L Ho,120,1113,12,14,"14                                                            

12                                                            

14                                                            

13",1:23.77,207,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
14,5,LUCKY WINDRIDER(C308),R Bayliss,C Fownes,128,966,1,26,"6                                                            

5                                                            

6                                                            

14",1:25.69,82,3(41),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
1,5,ELITE BOY(B015),M F Poon,K H Ting,122,1036,4,-,"1                                                            

1                                                            

1",1:09.34,21,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
2,2,PRINCE OF GEMS(C031),J Moreira,C H Yip,133,1152,6,1,"3                                                            

4                                                            

2",1:09.49,2.3,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
3,12,STAR SUPERIOR(V255),G van Niekerk,C W Chang,114,1069,8,2-1/4,"11                                                            

10                                                            

3",1:09.67,13,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
4,3,STRATHCLYDE(V225),K Teetan,A T Millard,133,1190,5,2-1/2,"5                                                            

5                                                            

4",1:09.73,8.7,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
5,1,CASA DE FORCA(C289),C Y Ho,A S Cruz,133,1201,2,3,"4                                                            

3                                                            

5",1:09.81,5,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
6,4,TOUCH OF LUCK(B376),Z Purton,J Moore,132,1174,10,8-1/2,"6                                                            

9                                                            

6",1:10.71,5.1,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
7,6,JAZZ STEED(C406),C Schofield,C Fownes,125,1188,9,9,"7                                                            

6                                                            

7",1:10.78,25,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
8,11,JOYFUL CONTENDER(B364),M Chadwick,R Gibson,114,1098,12,11-3/4,"12                                                            

12                                                            

8",1:11.22,44,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
9,9,BOND ELEGANCE(A007),A Sanna,D J Whyte,118,1033,11,12,"10                                                            

7                                                            

9",1:11.24,35,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
10,8,VERY SWEET ORANGE(A300),H N Wong,Y S Tsui,121,1121,3,13-1/4,"2                                                            

2                                                            

10",1:11.48,25,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
11,10,COBY WIN(C382),H T Mo,C S Shum,115,1133,7,15-1/4,"9                                                            

8                                                            

11",1:11.77,102,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
12,7,XIANG LAN QI(C167),H W Lai,K L Man,125,1114,1,25-1/4,"8                                                            

11                                                            

12",1:13.38,90,4(42),Class 4 - 1200M - (60-40),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2019/09/21
1,12,EMERALD SPUR(B258),G van Niekerk,P F Yiu,120,1186,1,-,"6                                                            

5                                                            

6                                                            

1",1:21.56,7.3,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
2,2,FALCON TURBO(B164),C Y Ho,D J Whyte,132,1124,4,N,"9                                                            

7                                                            

7                                                            

2",1:21.60,3.7,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
3,1,STARSHIP(V379),Z Purton,P O'Sullivan,133,1155,6,1-1/4,"11                                                            

12                                                            

10                                                            

3",1:21.76,7.2,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
4,6,PEARL CHAMPION(B201),K H Chan,A T Millard,119,1027,8,1-3/4,"7                                                            

6                                                            

5                                                            

4",1:21.82,9.7,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
5,13,GODSPEED(A087),T H So,D J Hall,115,1150,12,2-1/4,"13                                                            

14                                                            

12                                                            

5",1:21.90,89,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
6,8,BLASTOISE(C450),N Callan,D E Ferraris,124,1034,10,2-1/2,"10                                                            

11                                                            

9                                                            

6",1:21.97,11,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
7,3,SUNSHINE WARRIOR(C360),K Teetan,A S Cruz,132,1147,14,3,"3                                                            

2                                                            

2                                                            

7",1:22.03,6.8,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
8,5,GINTOKI(C216),M L Yeung,T P Yung,128,1141,13,5,"1                                                            

1                                                            

1                                                            

8",1:22.34,30,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
9,14,SOLAR BILLION(C171),H W Lai,K L Man,117,1111,9,5-1/4,"14                                                            

13                                                            

11                                                            

9",1:22.40,77,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
10,4,CENTRAL EXPRESS(C444),J Moreira,J Size,131,1135,3,5-3/4,"12                                                            

9                                                            

8                                                            

10",1:22.47,9,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
11,9,MASTER ROMAN(B455),M Chadwick,W Y So,124,974,11,9,"8                                                            

10                                                            

14                                                            

11",1:22.98,174,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
12,11,CASIMIRO(C149),A Sanna,C H Yip,120,1114,7,9-1/2,"2                                                            

3                                                            

3                                                            

12",1:23.07,16,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
13,7,VOYAGE KING(B168),K C Leung,F C Lor,127,1115,2,13-1/4,"5                                                            

4                                                            

4                                                            

13",1:23.67,15,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
14,10,SMILING SUCCESS(C250),C Schofield,K H Ting,124,1217,5,14-1/4,"4                                                            

8                                                            

13                                                            

14",1:23.82,29,5(43),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/09/21
1,12,MASSIVE POCKET(B246),C Y Ho,K W Lui,118,1048,9,-,"9                                                            

7                                                            

1",0:56.53,10,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
2,7,GOKO(A270),H T Mo,C H Yip,119,1304,13,1-1/4,"7                                                            

4                                                            

2",0:56.73,12,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
3,6,STAR LUCK(C257),K H Chan,F C Lor,113,1043,7,1-1/4,"5                                                            

5                                                            

3",0:56.74,37,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
4,13,VALIANT DREAM(B416),H N Wong,K W Lui,115,1205,2,2,"1                                                            

3                                                            

4",0:56.84,4,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
5,1,MR LUMIERES(B179),Z Purton,D J Hall,133,1123,8,3,"2                                                            

1                                                            

5",0:57.02,6.5,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
6,8,PERFECT PAIR(C027),C Schofield,W Y So,122,1090,3,4-1/4,"8                                                            

8                                                            

6",0:57.22,27,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
7,3,WINNING METHOD(C383),J Moreira,C S Shum,125,1189,12,4-1/2,"3                                                            

2                                                            

7",0:57.25,3.3,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
8,4,ARDENODE(B145),A Sanna,W Y So,123,1056,10,4-3/4,"11                                                            

10                                                            

8",0:57.29,206,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
9,9,KA YING MASTER(C240),M L Yeung,T P Yung,119,1131,1,5-1/4,"4                                                            

6                                                            

9",0:57.39,6,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
10,5,E MASTER(A254),U Rispoli,C Fownes,123,1135,5,9-1/4,"13                                                            

12                                                            

10",0:58.01,12,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
11,14,SPACE(C339),T H So,Y S Tsui,115,1109,11,10-1/4,"6                                                            

9                                                            

11",0:58.16,255,6(44),Class 3 - 1000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/09/21
