place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
10,11,WHAT A LEGEND(C004),U Rispoli,K H Ting,123,1062,9,4,"13                                                            

13                                                            

10",1:10.07,14,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
11,12,BREAK RECORD(C168),H W Lai,C S Shum,121,1096,6,4-1/2,"11                                                            

12                                                            

11",1:10.15,238,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
12,1,BINGO(A301),K H Chan,J Moore,122,1208,14,7-1/4,"3                                                            

2                                                            

12",1:10.59,15,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
13,7,MASTER ROMAN(B455),M Chadwick,W Y So,125,969,2,7-3/4,"14                                                            

14                                                            

13",1:10.68,82,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
14,13,NICE FANDANGO(A209),R Bayliss,C Fownes,121,1085,13,14,"1                                                            

1                                                            

14",1:11.64,28,4(4),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
1,6,SUNSHINE WARRIOR(C360),A Domeyer,A S Cruz,126,1141,6,-,"6                                                            

6                                                            

6                                                            

1",1:22.05,5.6,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
2,11,CASIMIRO(C149),J Moreira,C H Yip,118,1111,8,3/4,"2                                                            

3                                                            

2                                                            

2",1:22.18,7.6,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
3,3,VIVA COUNCIL(A190),H T Mo,L Ho,125,1124,9,3/4,"1                                                            

1                                                            

1                                                            

3",1:22.20,17,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
4,2,PEARL CHAMPION(B201),B Shinn,A T Millard,129,1023,2,1-1/2,"8                                                            

9                                                            

7                                                            

4",1:22.29,5.9,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
5,5,VOYAGE KING(B168),G van Niekerk,F C Lor,127,1123,3,2-1/2,"5                                                            

5                                                            

4                                                            

5",1:22.43,7.9,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
6,12,DIONYSUS COLLIN(B436),C Y Ho,K W Lui,116,1049,13,2-3/4,"7                                                            

7                                                            

8                                                            

6",1:22.50,14,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
7,13,MR MAGELLAN(C008),K Teetan,Y S Tsui,116,1086,14,4-1/4,"14                                                            

14                                                            

13                                                            

7",1:22.71,4,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
8,8,DASHING DART(V038),L Hewitson,P O'Sullivan,122,1204,10,4-1/4,"12                                                            

10                                                            

10                                                            

8",1:22.72,79,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
9,10,BULLISH GLORY(A118),M F Poon,C W Chang,116,1105,7,4-1/4,"13                                                            

13                                                            

11                                                            

9",1:22.74,13,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
10,4,ROYAL RACER(B460),C Schofield,C Fownes,127,1133,11,6-1/4,"4                                                            

4                                                            

5                                                            

10",1:23.06,20,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
11,7,CHIU CHOW KID(T412),M L Yeung,T P Yung,123,1166,1,7-1/4,"9                                                            

8                                                            

9                                                            

11",1:23.20,16,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
12,1,AMAZING CHOCOLATE(C059),K C Leung,R Gibson,133,1183,5,8-1/4,"10                                                            

12                                                            

12                                                            

12",1:23.38,46,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
13,14,ROMAN ODYSSEY(A092),T H So,K L Man,114,1056,12,9-1/2,"3                                                            

2                                                            

3                                                            

13",1:23.55,127,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
14,9,GORGEOUS AGAIN(V326),H W Lai,C S Shum,121,1100,4,13-1/2,"11                                                            

11                                                            

14                                                            

14",1:24.22,95,5(5),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
1,4,KA YING MASTER(C240),M L Yeung,T P Yung,128,1127,3,-,"5                                                            

4                                                            

1",0:57.74,8.3,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
2,1,DANCING FIGHTER(C180),Z Purton,C Fownes,132,1122,8,N,"3                                                            

3                                                            

2",0:57.79,2.2,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
3,5,SUNSHINE UNIVERSE(A130),K H Chan,R Gibson,118,1092,11,1-1/4,"9                                                            

10                                                            

3",0:57.94,15,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
4,6,BRIGHT KID(C060),A Sanna,D J Whyte,127,1140,5,1-1/2,"12                                                            

13                                                            

4",0:57.96,41,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
5,10,SUPER WINNER(C341),M F Poon,C H Yip,121,1158,9,2,"4                                                            

5                                                            

5",0:58.04,103,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
6,9,ALL TIMES GRATEFUL(C438),T H So,C H Yip,122,1077,6,2-3/4,"8                                                            

11                                                            

6",0:58.19,184,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
7,7,EPTIWINS(B362),B Shinn,L Ho,127,1089,7,3-3/4,"11                                                            

9                                                            

7",0:58.34,13,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
8,13,WINNING WAYS(B332),K Teetan,A T Millard,122,1181,12,4,"2                                                            

2                                                            

8",0:58.39,9.8,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
9,2,ALLIED AGILITY(C314),J Moreira,P F Yiu,131,1188,13,4-3/4,"1                                                            

1                                                            

9",0:58.49,3.1,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
10,8,WINNING TOGETHER(B356),M Chadwick,C W Chang,126,1200,2,5-1/4,"10                                                            

8                                                            

10",0:58.56,77,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
11,11,WHO'S HORSE(C233),U Rispoli,K H Ting,124,1141,4,5-1/4,"14                                                            

14                                                            

11",0:58.57,242,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
12,3,BRAVERY AND POWER(C295),N Callan,D E Ferraris,130,1057,1,5-3/4,"13                                                            

12                                                            

12",0:58.65,270,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
13,12,U W BROTHER(C389),K C Leung,Y S Tsui,122,1121,14,6-1/2,"6                                                            

7                                                            

13",0:58.77,80,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
14,14,PLANET NICCONI(B417),H N Wong,W Y So,115,1135,10,8-1/4,"7                                                            

6                                                            

14",0:59.06,231,6(6),Class 4 - 1000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/09/01
1,3,GOLDEN SIXTY(C238),C Y Ho,K W Lui,130,1061,8,-,"8                                                            

7                                                            

1",1:08.47,4.7,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
2,6,MR CROISSANT(C234),Z Purton,W Y So,126,1092,6,1-1/4,"5                                                            

4                                                            

2",1:08.66,1.9,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
3,7,NEW ASIA SUNRISE(T268),L Hewitson,Y S Tsui,125,1003,5,2-1/2,"3                                                            

3                                                            

3",1:08.87,25,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
4,4,HAPPY FUN(B316),H W Lai,C S Shum,129,1137,1,3,"2                                                            

1                                                            

4",1:08.93,5,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
5,2,MY DARLING(V142),M Chadwick,T P Yung,133,1167,7,3,"1                                                            

2                                                            

5",1:08.95,16,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
6,1,INFINITY ENDEAVOUR(A030),K Teetan,J Size,133,1097,9,3-1/4,"9                                                            

9                                                            

6",1:08.99,44,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
7,5,MR ALDAN(C323),A Domeyer,A S Cruz,126,1168,2,4-1/2,"7                                                            

8                                                            

7",1:09.18,96,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
8,9,SHIMMER AND SHINE(B080),J Moreira,C Fownes,117,1195,4,5-1/2,"6                                                            

6                                                            

8",1:09.33,7.3,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
9,8,WON WON TOO(C164),H T Mo,C H Yip,117,1060,3,10-1/2,"4                                                            

5                                                            

9",1:10.16,232,7(7),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
1,10,GOLD CHEST(C146),K C Leung,R Gibson,118,1086,3,-,"3                                                            

4                                                            

3                                                            

1",1:21.34,29,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
2,2,FAST MOST FURIOUS(A165),C Y Ho,D J Hall,130,1125,4,N,"7                                                            

7                                                            

7                                                            

2",1:21.41,6.4,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
3,8,BEAUTY SPIRIT(B409),H T Mo,A S Cruz,116,1273,1,1-1/2,"2                                                            

3                                                            

4                                                            

3",1:21.57,10,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
4,9,MONGOLIAN KING(A098),L Hewitson,Y S Tsui,119,1100,8,2,"11                                                            

11                                                            

10                                                            

4",1:21.65,12,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
5,11,PLAYA DEL PUENTE(C492),J Moreira,C S Shum,118,1091,6,2-1/4,"10                                                            

10                                                            

11                                                            

5",1:21.69,7.8,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
6,6,MAGIC LEGEND(A170),M Chadwick,J Moore,121,1038,7,2-3/4,"5                                                            

5                                                            

5                                                            

6",1:21.78,21,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
7,1,MORETHANLUCKY(A039),K H Chan,F C Lor,123,1172,11,3-1/2,"4                                                            

2                                                            

2                                                            

7",1:21.91,8,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
8,4,KING OPIE(B034),G van Niekerk,F C Lor,122,1075,2,4-1/2,"8                                                            

8                                                            

8                                                            

8",1:22.07,5.9,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
9,5,EASY GO EASY WIN(B112),Z Purton,D J Whyte,121,1114,5,4-1/2,"9                                                            

9                                                            

9                                                            

9",1:22.08,3.1,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
10,12,KASI FARASI(B385),M L Yeung,K H Ting,115,1042,10,4-1/2,"1                                                            

1                                                            

1                                                            

10",1:22.08,22,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
11,3,BUTTERFIELD(C462),B Shinn,C S Shum,122,1127,9,6-1/2,"6                                                            

6                                                            

6                                                            

11",1:22.37,66,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
12,7,PERFECT GLORY(B411),K Teetan,C Fownes,121,1080,12,7-1/2,"12                                                            

12                                                            

12                                                            

12",1:22.56,123,8(8),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B"" Course","HK$ 2,100,000",Sha Tin,2019/09/01
1,1,MULTIMILLION(C022),K H Chan,A S Cruz,123,1133,3,-,"1                                                            

1                                                            

1",0:56.91,13,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
2,8,SUPER JUNIOR(V390),K C Leung,T P Yung,118,1234,2,SH,"3                                                            

3                                                            

2",0:56.92,10,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
3,4,WAR ROOM(B414),B Shinn,K H Ting,126,1112,11,N,"8                                                            

6                                                            

3",0:56.98,25,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
4,3,JING JING WIN(V328),Z Purton,D J Hall,126,1078,12,2-3/4,"4                                                            

4                                                            

4",0:57.33,5.4,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
5,10,MIGHTY MAVERICK(V150),C Y Ho,C Fownes,117,1167,4,2-3/4,"11                                                            

12                                                            

5",0:57.34,16,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
6,11,GENTLE BREEZE(B343),M Chadwick,P F Yiu,115,1149,7,3,"12                                                            

11                                                            

6",0:57.40,31,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
7,9,GLENEALY GENERALS(B475),M F Poon,C H Yip,114,1068,10,4-3/4,"5                                                            

8                                                            

7",0:57.65,20,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
8,7,WINNING METHOD(C383),J Moreira,C S Shum,121,1190,5,5-1/4,"7                                                            

5                                                            

8",0:57.77,1.6,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
9,2,DIVINE UNICORN(C269),A Sanna,Y S Tsui,132,1177,6,6-1/2,"10                                                            

10                                                            

9",0:57.95,175,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
10,6,FAIRY TWINS(V222),K Teetan,W Y So,121,1155,9,8-1/4,"9                                                            

7                                                            

10",0:58.23,42,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
11,5,BEAUTY CHARISMA(C274),G van Niekerk,J Moore,124,1089,8,9-3/4,"2                                                            

2                                                            

11",0:58.49,28,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
12,12,MR RIGHT(T334),H W Lai,L Ho,114,1246,1,11-1/2,"6                                                            

9                                                            

12",0:58.75,143,9(9),Class 3 - 1000M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
1,5,CORDYCEPS(B070),C Y Ho,K W Lui,126,1174,6,-,"4                                                            

3                                                            

1                                                            

1",1:21.60,3.5,10(10),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
2,7,WORLD FAMOUS(C288),Z Purton,A S Cruz,123,1113,3,1,"5                                                            

6                                                            

5                                                            

2",1:21.76,9.3,10(10),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/09/01
