place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
8,13,BEAUTY SPIRIT(B409),M Chadwick,A S Cruz,113,1270,12,5-1/2,"4                                                            

5                                                            

5                                                            

8",1:20.79,49,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
9,1,CHAMPION'S WAY(C061),J Moreira,J Size,133,1091,6,6-1/2,"9                                                            

11                                                            

10                                                            

9",1:20.97,2.2,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
10,4,TIME TO CELEBRATE(A367),K Teetan,J Size,132,1085,7,7,"12                                                            

12                                                            

12                                                            

10",1:21.05,21,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
11,8,RED WARRIOR(B355),A Sanna,J Size,126,1020,10,7-1/4,"13                                                            

13                                                            

13                                                            

11",1:21.08,36,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
12,12,WALDORF(B253),M L Yeung,A S Cruz,113,1080,13,7-1/2,"1                                                            

1                                                            

2                                                            

12",1:21.12,94,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
13,6,FLYING THUNDER(B328),C Y Ho,F C Lor,127,1059,11,9,"10                                                            

9                                                            

11                                                            

13",1:21.37,12,7(166),Class 1 - 1400M - (110-85),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 2,800,000",Sha Tin,2019/11/09
1,6,BLASTOISE(C450),Z Purton,D E Ferraris,125,1042,12,-,"2                                                            

2                                                            

2                                                            

1",1:34.47,2.5,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
2,14,SAVVY SEVEN(B314),C Y Ho,J Moore,116,1083,1,1-1/4,"6                                                            

5                                                            

5                                                            

2",1:34.65,7.5,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
3,7,CHEERFUL LEADER(C394),M Chadwick,P F Yiu,125,1063,5,1-1/2,"4                                                            

3                                                            

3                                                            

3",1:34.70,17,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
4,13,LITTLE GENERAL(C096),G van Niekerk,C S Shum,116,1049,14,1-3/4,"3                                                            

4                                                            

4                                                            

4",1:34.74,5.3,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
5,3,KING'S RACE(C249),M F Poon,K H Ting,129,1206,13,1-3/4,"1                                                            

1                                                            

1                                                            

5",1:34.76,10,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
6,5,NABOO STAR(B366),K Teetan,C Fownes,127,1016,3,3,"10                                                            

10                                                            

6                                                            

6",1:34.94,22,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
7,1,SUNSHINE WARRIOR(C360),A Badel,A S Cruz,133,1132,10,3-3/4,"11                                                            

11                                                            

11                                                            

7",1:35.07,9.6,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
8,2,PRETTY BAUHINIA(A135),H N Wong,Y S Tsui,129,1057,6,4-1/4,"12                                                            

12                                                            

14                                                            

8",1:35.16,107,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
9,10,AEROFLASH(C310),L Hewitson,P O'Sullivan,120,1239,8,4-3/4,"5                                                            

6                                                            

8                                                            

9",1:35.25,144,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
10,12,MASTER ROMAN(B455),K C Leung,W Y So,118,954,7,5-3/4,"13                                                            

13                                                            

10                                                            

10",1:35.40,194,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
11,11,CHIU CHOW KID(T412),A Sanna,T P Yung,120,1177,4,6-3/4,"14                                                            

14                                                            

12                                                            

11",1:35.56,53,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
12,8,DYNASTA(C090),J Moreira,J Size,125,993,11,6-3/4,"7                                                            

7                                                            

7                                                            

12",1:35.57,10,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
13,4,EPTIWINS(B362),B Shinn,L Ho,127,1104,9,8,"9                                                            

9                                                            

9                                                            

13",1:35.75,15,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
14,9,SOCKET ELITE(C362),N Callan,C H Yip,123,1018,2,14-3/4,"8                                                            

8                                                            

13                                                            

14",1:36.85,152,8(167),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 967,000",Sha Tin,2019/11/09
1,8,SPLENDOUR AND GOLD(C029),Z Purton,C H Yip,125,1050,4,-,"7                                                            

7                                                            

8                                                            

6                                                            

1",2:00.49,5.6,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
2,2,GLORIOUS DRAGON(C120),B Shinn,A T Millard,131,1133,7,1-1/4,"10                                                            

10                                                            

10                                                            

9                                                            

2",2:00.65,9.4,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
3,5,TASHIDELEK(C084),G van Niekerk,J Moore,123,1125,9,2-1/4,"2                                                            

2                                                            

2                                                            

1                                                            

3",2:00.82,6.4,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
4,13,DEFINING MOMENT(C159),M Chadwick,C Fownes,117,1104,13,2-1/2,"12                                                            

12                                                            

12                                                            

12                                                            

4",2:00.88,16,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
5,3,HAPPY SEBRING(B189),K Teetan,A S Cruz,130,1176,12,2-3/4,"14                                                            

13                                                            

13                                                            

13                                                            

5",2:00.94,5.5,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
6,1,MONGOLIAN KING(A098),U Rispoli,Y S Tsui,133,1100,2,3,"9                                                            

8                                                            

7                                                            

8                                                            

6",2:00.97,11,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
7,6,CLEMENT LEGEND(B137),H W Lai,C S Shum,122,1127,6,4-1/4,"11                                                            

11                                                            

11                                                            

10                                                            

7",2:01.17,23,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
8,9,SUPER ELEGANCE(C183),A Badel,K H Ting,121,1076,5,4-3/4,"8                                                            

9                                                            

9                                                            

11                                                            

8",2:01.26,6.7,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
9,11,RULE THEE(A172),K C Leung,P O'Sullivan,118,1056,1,6-1/4,"5                                                            

5                                                            

5                                                            

5                                                            

9",2:01.50,24,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
10,4,CHARITY GO(B478),C Y Ho,C S Shum,129,1054,11,6-3/4,"6                                                            

6                                                            

3                                                            

4                                                            

10",2:01.58,14,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
11,12,CROWN AVENUE(V378),J Moreira,C H Yip,117,1184,8,9-1/4,"4                                                            

4                                                            

6                                                            

7                                                            

11",2:01.97,12,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
12,7,HOME WIN(C510),N Callan,C W Chang,122,1072,10,9-3/4,"3                                                            

3                                                            

4                                                            

3                                                            

12",2:02.05,147,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
13,14,RULETHEROOST(B299),A Sanna,F C Lor,117,1135,14,12-1/2,"13                                                            

14                                                            

14                                                            

14                                                            

13",2:02.51,40,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
14,10,JOLLY GENE(T146),M F Poon,A S Cruz,117,1100,3,14-1/4,"1                                                            

1                                                            

1                                                            

2                                                            

14",2:02.77,29,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
WV,,I DO(C038),Z Purton,W Y So,121,---,---,---,---,---,---,9(168),Class 3 - 2000M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
1,10,LAKESHORE EAGLE(B391),K C Leung,W Y So,119,1048,5,-,"6                                                            

5                                                            

5                                                            

1",1:21.36,11,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
2,11,MONICA(B271),L Hewitson,J Moore,119,1026,11,N,"12                                                            

10                                                            

10                                                            

2",1:21.40,13,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
3,3,SUPER STAR(B380),J Moreira,A T Millard,131,1075,14,1-1/2,"13                                                            

11                                                            

12                                                            

3",1:21.58,5.2,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
4,9,EVERYONE'S JOY(C225),Z Purton,F C Lor,119,1150,6,1-3/4,"8                                                            

8                                                            

8                                                            

4",1:21.65,6.1,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
5,13,GREAT TREASURE(T380),A Sanna,Y S Tsui,117,1018,1,2,"10                                                            

13                                                            

14                                                            

5",1:21.67,23,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
6,8,BEAUTY LOYAL(B383),K H Chan,A S Cruz,110,1098,4,2-1/4,"3                                                            

4                                                            

4                                                            

6",1:21.72,6.7,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
7,5,CRAIG'S STAR(C041),B Shinn,C S Shum,126,1248,10,3,"2                                                            

3                                                            

3                                                            

7",1:21.82,8.7,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
8,7,HAPPY FORCE(B227),M L Yeung,T P Yung,121,1084,12,3,"1                                                            

2                                                            

1                                                            

8",1:21.83,19,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
9,2,SACRED IBIS(A127),M Chadwick,P O'Sullivan,132,1154,9,3-1/4,"14                                                            

14                                                            

11                                                            

9",1:21.90,22,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
10,6,ENZEMBLE(D059),K Teetan,D J Whyte,123,1057,2,5-1/4,"9                                                            

9                                                            

9                                                            

10",1:22.18,96,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
11,4,ALCARI(A354),G van Niekerk,P F Yiu,126,1228,3,5-1/4,"7                                                            

6                                                            

6                                                            

11",1:22.21,5.9,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
12,12,TRIUMPHANT HORSE(B430),C Y Ho,K H Ting,118,1097,8,10-1/4,"5                                                            

7                                                            

7                                                            

12",1:23.00,9.5,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
13,1,ANONYMA(C496),A Badel,D E Ferraris,133,1021,7,12-1/4,"11                                                            

12                                                            

13                                                            

13",1:23.34,175,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
14,14,HARBOUR ALERT(T254),H N Wong,C W Chang,113,1320,13,15-1/4,"4                                                            

1                                                            

2                                                            

14",1:23.82,252,10(169),Class 3 - 1400M - (80-60),GOOD TO FIRM,"TURF - ""A"" Course","HK$ 1,450,000",Sha Tin,2019/11/09
1,9,SIMPLY SPECTACULAR(C425),Z Purton,D J Hall,128,1259,7,-,"2                                                            

2                                                            

1",1:09.63,2.9,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
2,13,LUCKY GUY(T349),N Callan,C H Yip,123,1239,13,N,"8                                                            

7                                                            

2",1:09.69,19,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
3,10,TRIPLE TRIPLE(C359),H Bowman,F C Lor,128,1061,4,3/4,"7                                                            

5                                                            

3",1:09.77,10,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
4,14,WONDER EXPRESS(C224),M L Yeung,K H Ting,118,1181,2,1-1/2,"5                                                            

6                                                            

4",1:09.89,15,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
5,4,BRIGHT KID(C060),S de Sousa,D J Whyte,129,1147,3,2,"10                                                            

9                                                            

5",1:09.96,7.7,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
6,6,WOOD ON FIRE(C460),G van Niekerk,L Ho,129,1065,1,2,"4                                                            

4                                                            

6",1:09.96,5.3,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
7,1,KA YING EXCELLENT(C526),K Teetan,A S Cruz,133,1077,10,3,"14                                                            

14                                                            

7",1:10.12,28,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
8,3,GUNNAR(C222),J Moreira,C Fownes,130,1123,14,3-1/2,"9                                                            

10                                                            

8",1:10.18,5,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
9,7,INVALUABLE(D091),A Badel,R Gibson,128,1326,9,4-3/4,"11                                                            

11                                                            

9",1:10.40,44,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
10,2,BINGO(A301),M Chadwick,J Moore,130,1202,6,5-3/4,"1                                                            

1                                                            

10",1:10.53,25,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
11,8,MIGHTY GIANT(C470),H W Lai,P F Yiu,128,1244,12,5-3/4,"6                                                            

8                                                            

11",1:10.56,106,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
12,12,XIANG LAN QI(C167),K C Leung,K L Man,128,1110,11,8,"12                                                            

12                                                            

12",1:10.91,231,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
13,11,WINNER APPROACH(C378),H T Mo,C W Chang,125,1109,5,8-1/2,"13                                                            

13                                                            

13",1:10.98,274,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
14,5,VOYAGE STAR(C098),H N Wong,T P Yung,126,1185,8,8-1/2,"3                                                            

3                                                            

14",1:11.01,39,1(170),Class 4 - 1200M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
1,12,ABOVE(B345),J Moreira,J Moore,116,1017,1,-,"5                                                            

6                                                            

5                                                            

6                                                            

1",2:03.35,1.9,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
2,8,C P POWER(V037),G van Niekerk,A T Millard,125,1075,3,1-1/4,"4                                                            

5                                                            

6                                                            

5                                                            

2",2:03.54,16,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
3,3,HO HO FEEL(T029),Z Purton,C H Yip,130,1167,8,2,"10                                                            

9                                                            

9                                                            

7                                                            

3",2:03.66,5.3,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
4,10,AMAZING AGILITY(V192),H W Lai,L Ho,118,994,11,4,"12                                                            

11                                                            

11                                                            

11                                                            

4",2:03.98,15,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
5,1,DRAGON COMMANDER(C208),N Callan,D E Ferraris,133,1088,10,4,"8                                                            

2                                                            

2                                                            

2                                                            

5",2:03.99,63,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
6,7,FAMILY LEADER(C089),K Teetan,C Fownes,127,1159,9,4-1/4,"2                                                            

3                                                            

4                                                            

3                                                            

6",2:04.04,21,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
7,11,MISTER MONTE(A201),K H Chan,C W Chang,108,1070,6,4-3/4,"3                                                            

4                                                            

3                                                            

4                                                            

7",2:04.12,12,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
8,9,CURLING LUXURY(A083),H N Wong,Y S Tsui,120,1036,7,5,"1                                                            

1                                                            

1                                                            

1                                                            

8",2:04.14,45,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
9,4,WON WON TOO(C164),M F Poon,C H Yip,128,1056,5,5-3/4,"9                                                            

10                                                            

10                                                            

10                                                            

9",2:04.26,19,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
10,6,GOOD DAYS(A333),S de Sousa,C S Shum,128,1100,2,6-1/4,"6                                                            

8                                                            

8                                                            

9                                                            

10",2:04.34,8.2,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
11,5,FULL POWER(C426),U Rispoli,R Gibson,129,1063,12,7,"11                                                            

12                                                            

12                                                            

12                                                            

11",2:04.48,33,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
12,2,SMART BABY(A160),C Schofield,C Fownes,132,1271,4,8-1/4,"7                                                            

7                                                            

7                                                            

8                                                            

12",2:04.66,81,2(171),Class 4 - 2000M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
1,14,SHINING GEM(C058),G van Niekerk,P F Yiu,115,1144,11,-,"7                                                            

7                                                            

1",1:08.79,6.9,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
2,12,BIG FORTUNE(B220),K H Chan,D J Whyte,109,1050,3,1-1/4,"6                                                            

4                                                            

2",1:08.98,2.9,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
3,8,HIGH RISE SOLDIER(C511),C Y Ho,K W Lui,124,1055,12,2-3/4,"10                                                            

10                                                            

3",1:09.21,51,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
4,6,LOCKHEED(B087),Z Purton,C S Shum,130,1054,13,2-3/4,"3                                                            

3                                                            

4",1:09.22,4.2,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
5,2,SEERITE DRAGON(C294),L Hewitson,D E Ferraris,132,1221,5,4-3/4,"13                                                            

14                                                            

5",1:09.55,129,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
6,7,BE READY(D024),H Bowman,F C Lor,127,1132,10,6,"14                                                            

12                                                            

6",1:09.75,18,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
7,3,HELLO BEAUTY(B410),S de Sousa,J Moore,131,1165,4,6-1/4,"8                                                            

9                                                            

7",1:09.79,10,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
8,13,DIAMOND BRILLIANT(B372),K Teetan,T P Yung,115,1157,6,6-3/4,"5                                                            

5                                                            

8",1:09.85,7.6,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
9,9,BLOTTING PAPER(D043),R Bayliss,R Gibson,123,1139,7,6-3/4,"11                                                            

11                                                            

9",1:09.86,71,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
10,10,TAILOR MADE(C522),H N Wong,C W Chang,120,1047,2,7-1/4,"12                                                            

13                                                            

10",1:09.96,342,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
11,4,TEAM SPIRIT(B230),C Schofield,W Y So,131,1182,14,9-1/4,"1                                                            

1                                                            

11",1:10.27,22,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
12,5,HERCULES(C476),M F Poon,C H Yip,128,1031,1,11,"9                                                            

8                                                            

12",1:10.54,109,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
13,1,HANDSOME BO BO(B119),A Badel,K L Man,133,1202,9,11-1/2,"2                                                            

2                                                            

13",1:10.63,13,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
14,11,GRADE ONE(A010),K C Leung,P O'Sullivan,121,1196,8,12-1/2,"4                                                            

6                                                            

14",1:10.78,23,3(172),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B"" Course","HK$ 1,450,000",Sha Tin,2019/11/17
1,3,ULTIMATE GLORY(S235),Z Purton,K L Man,131,1285,1,-,"5                                                            

5                                                            

5                                                            

1",1:22.06,7.1,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
2,7,SUNSHINE UNIVERSE(A130),A Badel,R Gibson,126,1089,13,2-1/2,"1                                                            

1                                                            

1                                                            

2",1:22.45,19,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
3,14,FANTASTIC SHOW(A207),H W Lai,Y S Tsui,114,1086,10,2-3/4,"14                                                            

13                                                            

14                                                            

3",1:22.49,10,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
4,9,FUN TIMES(B079),K Teetan,A T Millard,123,1137,4,2-3/4,"8                                                            

9                                                            

9                                                            

4",1:22.52,3.3,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
5,1,SONIC FIGHTER(A187),B Shinn,P O'Sullivan,133,1073,2,3-1/4,"4                                                            

6                                                            

6                                                            

5",1:22.57,3.9,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
6,12,FLYING GODSPELL(V376),L Hewitson,K H Ting,116,1123,5,3-3/4,"2                                                            

3                                                            

3                                                            

6",1:22.64,38,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
7,6,CENTRAL EXPRESS(C444),J Moreira,J Size,126,1139,3,4-1/4,"9                                                            

8                                                            

7                                                            

7",1:22.74,13,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
8,13,THE FULL BLOOM(V243),H T Mo,C H Yip,112,1082,8,5-1/2,"7                                                            

2                                                            

2                                                            

8",1:22.95,61,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
9,11,CHAPARRAL STAR(A220),H N Wong,C Fownes,112,1104,9,5-3/4,"11                                                            

10                                                            

10                                                            

9",1:22.98,207,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
10,2,GOD OF DRAGON(B108),S de Sousa,A S Cruz,131,1075,14,6-1/4,"10                                                            

11                                                            

12                                                            

10",1:23.06,9.6,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
11,4,SMART ROCKET(B322),N Callan,J Moore,129,1166,6,6-1/4,"6                                                            

7                                                            

8                                                            

11",1:23.06,30,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
12,5,SPEEDY DRAGON(B185),M F Poon,D J Hall,126,1086,11,7,"13                                                            

14                                                            

13                                                            

12",1:23.17,45,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
13,10,BLAZING PARTNERS(B071),U Rispoli,D E Ferraris,117,1103,12,7-1/2,"12                                                            

12                                                            

11                                                            

13",1:23.27,12,4(173),Class 4 - 1400M - (60-40),GOOD,"TURF - ""B"" Course","HK$ 967,000",Sha Tin,2019/11/17
