place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
1,1,E STAR(C132),K C Leung,K L Man,131,1029,8,-,"5                                                            

5                                                            

1",1:09.12,8.2,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
2,8,EIGHT TRIGRAMS(C102),Z Purton,D J Hall,127,1114,7,1-1/4,"3                                                            

3                                                            

2",1:09.30,2.2,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
3,14,I'M THE CONQUIST(B155),M Chadwick,D J Whyte,116,1071,2,2-1/2,"4                                                            

4                                                            

3",1:09.48,13,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
4,12,MASTER ALBERT(A296),K Teetan,W Y So,123,1120,12,2-3/4,"13                                                            

8                                                            

4",1:09.53,8.6,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
5,10,BEST FOR YOU(C223),G van Niekerk,Y S Tsui,125,994,9,4-1/2,"6                                                            

6                                                            

5",1:09.84,23,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
6,3,GOOD VIEW CLARICO(C454),B Shinn,C H Yip,128,1149,4,4-3/4,"2                                                            

1                                                            

6",1:09.89,5.5,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
7,9,GOLDEN MISSION(C106),C Schofield,R Gibson,127,1131,13,5-3/4,"14                                                            

13                                                            

7",1:10.02,37,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
8,5,SUPER EIGHTEEN(A323),A Domeyer,A T Millard,128,1209,3,5-3/4,"12                                                            

12                                                            

8",1:10.02,7.4,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
9,6,VEGA RHYTHM(C455),H W Lai,L Ho,128,1154,1,5-3/4,"7                                                            

9                                                            

9",1:10.03,170,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
10,4,ONE HAPPY STAR(C486),T H So,C H Yip,126,1123,10,6-1/2,"9                                                            

11                                                            

10",1:10.15,106,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
11,11,GUN GUN WIN(C092),H N Wong,W Y So,120,1077,14,7-1/2,"10                                                            

7                                                            

11",1:10.32,166,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
12,13,IRON BRAVO(C012),H T Mo,W Y So,114,1119,5,12-1/4,"8                                                            

10                                                            

12",1:11.06,139,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
13,2,FOREVER SHARP(C467),J Moreira,C S Shum,128,1112,11,13-1/2,"1                                                            

2                                                            

13",1:11.29,41,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
14,7,WINNER APPROACH(C378),R Bayliss,C W Chang,128,1110,6,ML,"11                                                            

14                                                            

14",2:30.78,196,1(58),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
1,9,QUADRUPLE DOUBLE(B250),M F Poon,D J Hall,125,1099,10,-,"2                                                            

2                                                            

1",1:08.85,4.5,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
2,8,WOOD ON FIRE(C460),G van Niekerk,L Ho,128,1073,12,2,"11                                                            

10                                                            

2",1:09.17,107,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
3,10,LITTLE THUNDER(C453),A Domeyer,A T Millard,126,1108,2,2-1/2,"4                                                            

4                                                            

3",1:09.24,8,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
4,2,THE CREATETH(A336),K Teetan,J Moore,131,1062,13,2-3/4,"12                                                            

8                                                            

4",1:09.30,7.3,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
5,1,MOMENTUM HAPPY(C423),K C Leung,T P Yung,133,1102,8,4,"9                                                            

12                                                            

5",1:09.51,13,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
6,12,FOODIE PRINCESS(C312),T H So,W Y So,123,1254,3,4-1/4,"5                                                            

5                                                            

6",1:09.52,12,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
7,14,BLOOMING SPIRIT(C064),H N Wong,F C Lor,114,1124,11,4-1/2,"10                                                            

11                                                            

7",1:09.58,40,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
8,4,PRESIDENT STAR(C170),H W Lai,C S Shum,128,1051,1,6-1/2,"7                                                            

7                                                            

8",1:09.88,185,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
9,13,FLYING GODSPELL(V376),U Rispoli,K H Ting,120,1108,5,7-1/4,"6                                                            

9                                                            

9",1:10.00,52,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
10,6,SUPER WINNER(C341),Z Purton,C H Yip,128,1174,7,8,"1                                                            

1                                                            

10",1:10.14,2.1,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
11,11,U W BROTHER(C389),L Hewitson,Y S Tsui,126,1123,4,8,"8                                                            

6                                                            

11",1:10.14,60,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
12,3,CLUB SPIRIT(C315),N Callan,R Gibson,128,1077,9,8-1/2,"3                                                            

3                                                            

12",1:10.19,30,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
13,7,TURF BRILLIANT(C456),R Bayliss,W Y So,128,1128,6,8-1/2,"13                                                            

13                                                            

13",1:10.19,419,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
14,5,SOCKET ELITE(C362),H T Mo,C H Yip,125,1025,14,8-1/2,"14                                                            

14                                                            

14",1:10.23,248,2(59),Class 4 - 1200M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
1,5,FULL OF BEAUTY(C003),J Moreira,J Size,115,1163,1,-,"6                                                            

3                                                            

1",0:55.16,2.4,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
2,6,JOLLY BANNER(V077),M F Poon,P F Yiu,113,1073,6,N,"7                                                            

7                                                            

2",0:55.20,11,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
3,3,WISHFUL THINKER(B180),B Shinn,R Gibson,126,1179,7,N,"4                                                            

5                                                            

3",0:55.22,6.9,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
4,4,GUNNISON(A377),K Teetan,J Size,113,1008,2,1-1/2,"2                                                            

2                                                            

4",0:55.38,27,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
5,1,LITTLE GIANT(V342),Z Purton,D J Hall,133,1054,4,1-1/2,"3                                                            

4                                                            

5",0:55.38,3.7,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
6,2,RATTAN(A061),C Schofield,R Gibson,132,1141,3,2-1/4,"1                                                            

1                                                            

6",0:55.51,4.8,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
7,7,SAUL'S SPECIAL(A293),G van Niekerk,C W Chang,114,1117,5,3,"5                                                            

6                                                            

7",0:55.64,16,3(60),Group Three - 1000M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
1,1,SMART PATCH(B398),J Moreira,K L Man,133,1214,11,-,"10                                                            

9                                                            

8                                                            

1",1:34.11,8.6,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
2,8,CALIFORNIA LEGEND(B363),K Teetan,A S Cruz,122,1110,5,2,"1                                                            

1                                                            

1                                                            

2",1:34.44,2.7,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
3,14,SAVVY SEVEN(B314),M Chadwick,J Moore,114,1087,13,2-1/2,"12                                                            

12                                                            

11                                                            

3",1:34.52,9.2,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
4,12,BUNDLE OF ENERGY(B279),L Hewitson,D J Hall,115,1157,7,2-3/4,"4                                                            

2                                                            

2                                                            

4",1:34.56,10,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
5,5,ROYAL RACER(B460),Z Purton,C Fownes,126,1108,10,5,"9                                                            

10                                                            

10                                                            

5",1:34.91,6.7,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
6,2,FULL POWER(C426),U Rispoli,R Gibson,130,1066,9,5,"11                                                            

11                                                            

12                                                            

6",1:34.92,179,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
7,10,HAY RUN(V337),H T Mo,L Ho,118,1119,12,5,"13                                                            

13                                                            

14                                                            

7",1:34.92,72,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
8,9,DASHING DART(V038),C Schofield,P O'Sullivan,121,1178,3,5-3/4,"14                                                            

14                                                            

13                                                            

8",1:35.03,27,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
9,3,WITNESS HUNTER(B421),B Shinn,F C Lor,129,1215,8,6-1/4,"7                                                            

8                                                            

7                                                            

9",1:35.11,5.8,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
10,4,ELECTRIC LIGHTNING(A189),N Callan,D E Ferraris,126,1051,4,6-1/4,"5                                                            

6                                                            

6                                                            

10",1:35.13,18,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
11,13,SAVANNAH WIND(A307),H W Lai,C S Shum,114,1124,1,8-1/2,"3                                                            

4                                                            

5                                                            

11",1:35.46,115,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
12,11,THE FULL BLOOM(V243),T H So,C H Yip,118,1067,14,8-3/4,"6                                                            

5                                                            

3                                                            

12",1:35.50,145,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
13,6,CHIU CHOW KID(T412),A Domeyer,T P Yung,124,1168,2,11-1/4,"8                                                            

7                                                            

9                                                            

13",1:35.93,12,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
14,7,SPARKLING KNIGHT(C201),A Sanna,Y S Tsui,124,1136,6,16-3/4,"2                                                            

3                                                            

4                                                            

14",1:36.80,181,4(61),Class 4 - 1600M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
1,5,EZRA(C056),A Domeyer,A T Millard,126,1102,3,-,"6                                                            

4                                                            

3                                                            

1",1:21.52,3.7,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
2,8,DESTIN(V417),K Teetan,P O'Sullivan,123,1162,6,3-1/4,"3                                                            

1                                                            

2                                                            

2",1:22.03,5.1,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
3,2,BIG FORTUNE(B220),A Sanna,D J Whyte,133,1039,1,3-1/4,"1                                                            

2                                                            

1                                                            

3",1:22.05,4.1,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
4,3,SPEEDY LUCK(C144),J Moreira,P F Yiu,133,1187,8,3-3/4,"7                                                            

7                                                            

8                                                            

4",1:22.13,5.8,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
5,7,SEVENTY SEVENTY(B191),B Shinn,D J Hall,128,1099,4,4-1/4,"4                                                            

6                                                            

5                                                            

5",1:22.18,6.7,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
6,1,AMAZING SATCHMO(A363),H N Wong,D E Ferraris,130,1264,9,4-3/4,"13                                                            

11                                                            

9                                                            

6",1:22.28,26,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
7,4,THE ONE(B073),Z Purton,Y S Tsui,127,1167,14,5,"10                                                            

10                                                            

10                                                            

7",1:22.31,29,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
8,9,OLD HAVANA(C155),R Bayliss,C Fownes,123,989,10,5-1/4,"9                                                            

8                                                            

7                                                            

8",1:22.37,359,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
9,11,WHAT A LEGEND(C004),U Rispoli,K H Ting,122,1062,12,5-1/2,"11                                                            

12                                                            

11                                                            

9",1:22.38,37,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
10,13,CALLING THE SHOTS(B239),M F Poon,A S Cruz,112,991,7,5-1/2,"5                                                            

5                                                            

6                                                            

10",1:22.41,26,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
11,10,ALL BEST FRIENDS(A217),H W Lai,K L Man,122,1055,2,7,"2                                                            

3                                                            

4                                                            

11",1:22.63,94,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
12,6,SUPERB AGILITY(C354),H T Mo,L Ho,114,1107,11,14-1/4,"14                                                            

14                                                            

14                                                            

12",1:23.80,219,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
13,12,GALA NIGHT(C331),G van Niekerk,J Moore,121,1180,13,14-1/4,"12                                                            

13                                                            

13                                                            

13",1:23.81,37,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
14,14,TOUCHDOWN STRIKER(B346),T H So,W Y So,111,1069,5,28-3/4,"8                                                            

9                                                            

12                                                            

14",1:26.12,436,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
WV,,CITY LEGEND(A086),K C Leung,T P Yung,125,---,---,---,---,---,---,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
WV,,DANEHILL JADE(C020),L Hewitson,C S Shum,123,---,---,---,---,---,---,5(62),Class 4 - 1400M - (60-40),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 967,000",Sha Tin,2019/10/01
1,8,HAPPY SEBRING(B189),K Teetan,A S Cruz,125,1180,8,-,"14                                                            

14                                                            

14                                                            

12                                                            

1",1:46.75,4.5,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
2,3,SICHUAN DAR(T375),A Sanna,A T Millard,130,980,1,3/4,"9                                                            

7                                                            

6                                                            

6                                                            

2",1:46.86,108,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
3,11,I DO(C038),Z Purton,W Y So,121,1117,10,3/4,"6                                                            

8                                                            

8                                                            

9                                                            

3",1:46.88,3.5,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
4,1,CHEFANO(C297),B Shinn,J Moore,133,1023,14,1-3/4,"13                                                            

12                                                            

12                                                            

13                                                            

4",1:47.02,12,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
5,10,SUPER ELEGANCE(C183),C Schofield,K H Ting,122,1080,3,2,"7                                                            

6                                                            

7                                                            

5                                                            

5",1:47.07,7.4,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
6,12,MERRYGOWIN(V396),H N Wong,P O'Sullivan,116,1117,11,2-3/4,"8                                                            

13                                                            

13                                                            

11                                                            

6",1:47.17,293,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
7,4,SPLENDOUR AND GOLD(C029),J Moreira,C H Yip,129,1040,6,3-1/4,"11                                                            

9                                                            

10                                                            

10                                                            

7",1:47.28,5.1,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
8,2,CHARITY GO(B478),G van Niekerk,C S Shum,132,1039,9,3-3/4,"10                                                            

11                                                            

11                                                            

14                                                            

8",1:47.36,14,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
9,9,MARZOUQ(B094),R Bayliss,J Size,124,970,4,8,"3                                                            

4                                                            

4                                                            

2                                                            

9",1:48.03,60,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
10,14,JOLLY HONOUR(C080),T H So,Y S Tsui,116,1034,2,9-1/4,"4                                                            

3                                                            

3                                                            

4                                                            

10",1:48.23,48,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
11,5,JADE FORTUNE(V020),K C Leung,K L Man,127,1105,7,9-1/4,"5                                                            

5                                                            

5                                                            

7                                                            

11",1:48.25,132,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
12,13,DRAGON COMMANDER(C208),L Hewitson,D E Ferraris,118,1089,5,12,"12                                                            

10                                                            

9                                                            

8                                                            

12",1:48.69,96,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
13,7,VIGOR FAME(B260),M F Poon,K W Lui,125,1024,12,17-1/4,"1                                                            

1                                                            

1                                                            

1                                                            

13",1:49.50,6.8,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
14,6,PARTY TOGETHER(C210),H W Lai,L Ho,127,1043,13,17-3/4,"2                                                            

2                                                            

2                                                            

3                                                            

14",1:49.61,117,6(63),Class 3 - 1800M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
1,1,BEAUTY GENERATION(V380),Z Purton,J Moore,133,1161,3,-,"2                                                            

2                                                            

1                                                            

1",1:20.05,1.4,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
2,5,KA YING STAR(C198),K Teetan,A S Cruz,113,1115,9,1-1/4,"1                                                            

1                                                            

2                                                            

2",1:20.21,13,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
3,7,WAIKUKU(C150),J Moreira,J Size,115,1114,5,1-3/4,"6                                                            

5                                                            

5                                                            

3",1:20.31,5.8,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
4,2,SOUTHERN LEGEND(A252),A Sanna,C Fownes,119,1159,6,2,"5                                                            

4                                                            

4                                                            

4",1:20.36,48,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
5,4,FURORE(C079),G van Niekerk,F C Lor,113,1091,1,3,"3                                                            

3                                                            

3                                                            

5",1:20.53,5.9,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
6,6,NOTHINGILIKEMORE(V388),M Chadwick,J Size,113,1166,2,4,"4                                                            

6                                                            

6                                                            

6",1:20.70,21,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
7,3,CITRON SPIRIT(T286),M F Poon,P F Yiu,113,1033,10,4,"10                                                            

9                                                            

9                                                            

7",1:20.70,65,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
8,9,DOCTOR GEOFF(A409),L Hewitson,K W Lui,115,995,8,5-3/4,"8                                                            

8                                                            

7                                                            

8",1:20.96,53,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
9,8,WINNER'S WAY(A025),H T Mo,A S Cruz,113,1096,7,9-1/2,"9                                                            

10                                                            

10                                                            

9",1:21.56,128,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
10,10,DRAGON GENERAL(T400),T H So,Y S Tsui,113,1102,4,10-1/2,"7                                                            

7                                                            

8                                                            

10",1:21.74,177,7(64),Group Three - 1400M ,GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 3,250,000",Sha Tin,2019/10/01
1,2,MR CROISSANT(C234),Z Purton,W Y So,127,1094,10,-,"1                                                            

2                                                            

1",1:08.34,1.8,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
2,12,JUMBO PRIZE(C283),H T Mo,C Fownes,113,1150,2,N,"4                                                            

3                                                            

2",1:08.40,9.8,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
3,6,NEW ASIA SUNRISE(T268),A Domeyer,Y S Tsui,123,987,5,1-1/2,"5                                                            

5                                                            

3",1:08.58,6.1,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
4,11,GALLANT RETURN(A308),M F Poon,D J Hall,114,1110,4,3,"6                                                            

7                                                            

4",1:08.81,10,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
5,9,MONKEY JEWELLERY(B378),J Moreira,J Size,119,1073,12,3-1/4,"7                                                            

6                                                            

5",1:08.84,7.7,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
6,4,MR ALDAN(C323),K Teetan,A S Cruz,123,1183,9,4,"11                                                            

11                                                            

6",1:08.98,59,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
7,8,HAPPY VICTORY(B195),K C Leung,T P Yung,119,1096,7,4-1/2,"2                                                            

4                                                            

7",1:09.06,79,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
8,5,NAMJONG SINGS(C480),L Hewitson,C S Shum,123,1206,14,5-3/4,"3                                                            

1                                                            

8",1:09.24,72,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
9,13,LITTLE WISE MAN(C217),C Schofield,F C Lor,118,1021,11,6,"13                                                            

14                                                            

9",1:09.30,34,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
10,7,HAPPY LIFELINE(C447),G van Niekerk,A T Millard,122,1079,3,6-1/4,"8                                                            

8                                                            

10",1:09.33,42,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
11,1,ANONYMA(C496),U Rispoli,D E Ferraris,133,1015,8,7-1/4,"10                                                            

9                                                            

11",1:09.48,113,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
12,3,STAR OF YUEN LONG(C303),M Chadwick,K L Man,125,1106,6,7-1/4,"14                                                            

13                                                            

12",1:09.51,13,8(65),Class 3 - 1200M - (80-60),GOOD TO FIRM,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2019/10/01
