place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
4,6,HARDLY SWEARS(C025),M L Yeung,K H Ting,123,1085,12,2-3/4,"13                                                            

12                                                            

11                                                            

4",1:22.85,13,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
5,3,HORSESAIN BOLT(D061),M Chadwick,D J Whyte,125,1170,8,2-3/4,"6                                                            

7                                                            

7                                                            

5",1:22.86,17,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
6,13,BEAUTY ICON(C057),C Y Ho,A S Cruz,118,1086,2,4-1/4,"2                                                            

3                                                            

3                                                            

6",1:23.10,4,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
7,14,ZHAN JIANG ROCKS(B406),K Teetan,W Y So,117,1055,10,5-1/4,"10                                                            

10                                                            

9                                                            

7",1:23.27,13,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
8,7,COBY BA(D212),V Borges,K W Lui,118,1135,14,6-3/4,"8                                                            

9                                                            

10                                                            

8",1:23.49,416,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
9,2,HELLO BEAUTY(B410),K C Leung,J Moore,127,1139,11,6-3/4,"5                                                            

2                                                            

1                                                            

9",1:23.50,11,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
10,9,SHANGHAI GRACE(D190),H N Wong,Y S Tsui,118,1043,13,10-1/2,"14                                                            

14                                                            

13                                                            

10",1:24.11,585,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
11,8,SMART COUSIN(D249),T H So,C H Yip,121,1011,4,17,"12                                                            

13                                                            

14                                                            

11",1:25.13,530,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
12,5,YOUNG THUNDER(C490),H W Lai,T P Yung,124,1090,7,17-1/2,"9                                                            

11                                                            

12                                                            

12",1:25.21,674,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
13,10,STREET SCREAM(D234),M F Poon,D J Hall,119,1192,6,17-3/4,"3                                                            

6                                                            

8                                                            

13",1:25.27,79,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
14,11,ANONYMA(C496),C Wong,D E Ferraris,115,1024,1,18,"1                                                            

1                                                            

2                                                            

14",1:25.28,483,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
WV,,PLANET STAR(A049),V Borges,P O'Sullivan,123,---,---,---,---,---,---,8(534),Class 3 - 1400M - (80-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
1,4,BAND OF BROTHERS(C135),Z Purton,P O'Sullivan,131,1161,3,-,"6                                                            

6                                                            

6                                                            

1",1:35.25,2.7,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
2,6,RIGHT CHOICE(C013),K Teetan,F C Lor,130,1069,14,N,"4                                                            

4                                                            

5                                                            

2",1:35.29,14,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
3,2,HIGH REV(C007),B Shinn,D J Hall,133,1168,2,3/4,"14                                                            

13                                                            

13                                                            

3",1:35.38,10,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
4,7,MONICA(B271),N Callan,J Moore,129,1031,6,3/4,"5                                                            

7                                                            

8                                                            

4",1:35.40,10,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
5,3,NOBLE STEED(A326),C Y Ho,K W Lui,133,1155,10,1-1/2,"11                                                            

12                                                            

10                                                            

5",1:35.50,86,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
6,9,COT CAMPBELL(C298),G van Niekerk,A T Millard,120,1071,13,1-3/4,"2                                                            

2                                                            

3                                                            

6",1:35.53,8.9,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
7,13,ENZEMBLE(D059),J Moreira,D J Whyte,115,1065,8,2-1/4,"7                                                            

5                                                            

2                                                            

7",1:35.62,5.5,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
8,8,CHARITY GO(B478),K C Leung,C S Shum,124,1057,4,2-1/2,"8                                                            

9                                                            

7                                                            

8",1:35.65,22,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
9,1,BEAUTY RUSH(C475),M Chadwick,J Size,133,1169,5,2-3/4,"1                                                            

1                                                            

1                                                            

9",1:35.67,19,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
10,10,SMART PATCH(B398),H W Lai,K L Man,120,1245,1,3-3/4,"12                                                            

11                                                            

12                                                            

10",1:35.84,12,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
11,11,MR ALDAN(C323),V Borges,A S Cruz,119,1165,9,4-1/2,"13                                                            

14                                                            

14                                                            

11",1:35.96,34,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
12,5,LOBO'S LEGEND(C299),C Schofield,D E Ferraris,130,1057,12,4-3/4,"10                                                            

8                                                            

9                                                            

12",1:36.01,15,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
13,12,THUNDER STOMP(V279),H N Wong,Y S Tsui,113,1198,11,5-1/2,"3                                                            

3                                                            

4                                                            

13",1:36.14,251,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
14,14,RIGHT HONOURABLE(A164),M F Poon,R Gibson,111,1038,7,9-1/2,"9                                                            

10                                                            

11                                                            

14",1:36.78,191,9(535),Class 3 - 1600M - (85-60),GOOD,"TURF - ""A+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/29
1,12,SHINING ACE(C229),J Moreira,J Size,118,1152,9,-,"4                                                            

2                                                            

1",1:09.31,12,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
2,7,COMPUTER PATCH(D139),M Chadwick,J Moore,126,1126,7,2-1/4,"11                                                            

10                                                            

2",1:09.68,5.9,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
3,10,TRANSCENDENT(D126),C Schofield,A S Cruz,120,1067,1,2-1/4,"7                                                            

5                                                            

3",1:09.69,6.9,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
4,9,HONG KONG BET(C082),N Callan,A S Cruz,123,1102,3,3,"5                                                            

6                                                            

4",1:09.80,27,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
5,8,WATER DIVINER(V356),C Y Ho,K W Lui,124,1187,8,3-1/4,"13                                                            

13                                                            

5",1:09.84,18,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
6,5,DUKE WAI(C188),K Teetan,P O'Sullivan,128,1115,5,3-1/2,"12                                                            

8                                                            

6",1:09.86,3.8,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
7,3,PERFECT MATCH(B393),Z Purton,C S Shum,130,1098,11,4,"10                                                            

11                                                            

7",1:09.97,3.2,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
8,1,CALIFORNIA WHIP(A114),C Wong,A S Cruz,126,1147,2,4-1/2,"8                                                            

9                                                            

8",1:10.03,11,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
9,6,GUNNISON(A377),M F Poon,J Size,126,1007,6,6,"6                                                            

7                                                            

9",1:10.28,55,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
10,13,SPEED VISION(B211),V Borges,F C Lor,118,1182,12,7-3/4,"1                                                            

1                                                            

10",1:10.54,162,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
11,14,GRACEANDMERCY(C296),G van Niekerk,A T Millard,117,1184,10,7-3/4,"2                                                            

3                                                            

11",1:10.56,77,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
12,4,MISSION TYCOON(B224),K C Leung,F C Lor,129,1241,14,8-1/2,"3                                                            

4                                                            

12",1:10.66,43,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
13,11,HELENA BABY(D213),M L Yeung,J Moore,119,1108,13,12-1/2,"9                                                            

12                                                            

13",1:11.32,359,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
14,2,SPEEDY KING(A391),H W Lai,P F Yiu,131,1131,4,18,"14                                                            

14                                                            

14",1:12.21,202,10(536),Class 2 - 1200M - (100-80),GOOD,"TURF - ""A+3"" Course","HK$ 2,100,000",Sha Tin,2020/03/29
1,3,GENERAL TRUMP(B394),K Teetan,T P Yung,133,1110,11,-,"9                                                            

5                                                            

1",1:10.05,8.7,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
2,10,FAIRY FLOSS(C236),M L Yeung,K H Ting,122,1052,3,1/2,"3                                                            

1                                                            

2",1:10.16,5.8,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
3,9,FOX CHEUNGER(B187),M Chadwick,K W Lui,124,1007,12,2,"8                                                            

8                                                            

3",1:10.37,17,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
4,1,ABSOLUCOOL(A328),C Y Ho,C Fownes,133,1222,4,2-1/4,"11                                                            

10                                                            

4",1:10.41,6,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
5,7,GREAT SON(A423),Z Purton,P O'Sullivan,127,1054,5,2-1/4,"6                                                            

4                                                            

5",1:10.43,8.5,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
6,12,FORTUNE WAY(B120),V Borges,D E Ferraris,113,1141,2,2-1/2,"10                                                            

9                                                            

6",1:10.45,124,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
7,11,EXPONENTS(A031),G van Niekerk,Y S Tsui,121,1134,6,2-1/2,"4                                                            

6                                                            

7",1:10.47,9,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
8,6,JUNZI(V274),H W Lai,W Y So,128,981,1,4-1/4,"12                                                            

12                                                            

8",1:10.74,46,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
9,4,AURORA STEED(C023),J Moreira,J Size,132,1114,8,4-1/2,"1                                                            

2                                                            

9",1:10.77,4.6,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
10,5,GRAND HARBOUR(P421),H N Wong,C W Chang,129,1246,10,5-1/4,"5                                                            

7                                                            

10",1:10.89,9,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
11,2,CHUNGHWA JINGSHEN(D148),K C Leung,L Ho,133,1107,9,8-1/2,"2                                                            

3                                                            

11",1:11.41,17,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
12,8,CORRE RAPIDO(A053),C Wong,R Gibson,120,1145,7,8-3/4,"7                                                            

11                                                            

12",1:11.44,16,1(537),Class 5 - 1200M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
1,8,THOU SHALL SING(B047),C Y Ho,K W Lui,121,1059,4,-,"6                                                            

3                                                            

1",1:09.47,5,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
2,1,HANDSOME REBEL(B469),K C Leung,Y S Tsui,133,1065,8,N,"3                                                            

2                                                            

2",1:09.52,3.8,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
3,10,GOLDEN MISSION(C106),G van Niekerk,R Gibson,118,1142,1,2-1/2,"7                                                            

6                                                            

3",1:09.89,8.9,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
4,6,KA FORTUNE(C421),M F Poon,L Ho,123,1045,3,3-1/2,"10                                                            

10                                                            

4",1:10.02,9,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
5,9,LITTLE THUNDER(C453),C Wong,A T Millard,114,1129,12,3-3/4,"1                                                            

1                                                            

5",1:10.07,6.8,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
6,2,GRACIOUS RYDER(A179),M Chadwick,D J Hall,130,1121,5,4,"8                                                            

7                                                            

6",1:10.11,12,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
7,11,HAPPY WINNER(B450),K Teetan,C W Chang,117,1079,2,4-1/2,"11                                                            

9                                                            

7",1:10.21,52,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
8,12,GOUTEN OF GARO(A291),H N Wong,D E Ferraris,113,1117,6,5-3/4,"2                                                            

4                                                            

8",1:10.40,80,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
9,7,SPLENDID TIMING(C161),T H So,C H Yip,123,1283,10,6,"12                                                            

12                                                            

9",1:10.44,51,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
10,5,SHIMMER AND SHINE(B080),N Callan,C Fownes,126,1195,7,10-1/4,"4                                                            

5                                                            

10",1:11.10,5.2,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
11,4,GOOD LUCK MONEY(D227),B Shinn,P F Yiu,126,1034,11,15-1/4,"9                                                            

11                                                            

11",1:11.91,17,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
12,3,NOBLE CONSORT(C538),H W Lai,C S Shum,129,1169,9,24-1/2,"5                                                            

8                                                            

12",1:13.41,132,2(538),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
1,7,HIDDEN SPIRIT(B130),N Callan,P O'Sullivan,128,1162,2,-,"8                                                            

8                                                            

7                                                            

1",1:39.68,5.1,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
2,3,KA YING BRILLIANCE(B115),J Moreira,T P Yung,133,1174,3,N,"4                                                            

3                                                            

3                                                            

2",1:39.73,3,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
3,6,HAY RUN(V337),K C Leung,L Ho,129,1112,6,1-1/4,"9                                                            

9                                                            

8                                                            

3",1:39.87,12,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
4,9,RED BRICK FIGHTER(C304),B Shinn,D J Hall,126,1067,14,1-1/4,"1                                                            

1                                                            

1                                                            

4",1:39.87,9.6,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
5,13,CHARITYDREAM(B334),K Teetan,W Y So,118,1106,5,1-3/4,"2                                                            

2                                                            

2                                                            

5",1:39.95,41,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
6,12,WINNERS BROTHER(C220),M L Yeung,K L Man,123,1057,9,2-3/4,"7                                                            

7                                                            

6                                                            

6",1:40.14,35,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
7,8,KEEP WINNING(B331),M F Poon,C W Chang,124,1126,7,3,"11                                                            

11                                                            

9                                                            

7",1:40.18,27,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
8,10,THE FULL BLOOM(V243),M Chadwick,C H Yip,125,1087,10,5,"10                                                            

10                                                            

10                                                            

8",1:40.48,23,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
9,11,MISCHIEVOUS SUNDAE(C016),G van Niekerk,J Size,124,1047,1,5-1/4,"5                                                            

5                                                            

4                                                            

9",1:40.52,6.5,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
10,2,GOOD FIT(S131),H N Wong,F C Lor,130,1198,4,6-3/4,"13                                                            

13                                                            

12                                                            

10",1:40.78,29,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
11,4,CURLING LUXURY(A083),Z Purton,Y S Tsui,132,1030,11,9-1/4,"6                                                            

6                                                            

5                                                            

11",1:41.15,6.8,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
12,5,CHAPARRAL STAR(A220),C Y Ho,C Fownes,131,1100,12,15-1/4,"12                                                            

12                                                            

11                                                            

12",1:42.14,42,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
13,1,BLINK OF A SECOND(B418),H W Lai,D E Ferraris,133,1137,13,22-3/4,"14                                                            

14                                                            

14                                                            

13",1:43.34,275,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
14,14,SUN FOXHUNTER(B389),V Borges,K W Lui,116,1189,8,40-1/4,"3                                                            

4                                                            

13                                                            

14",1:46.14,125,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
WV,,MASTER BERNINI(A174),V Borges,A T Millard,116,---,---,---,---,---,---,3(539),Class 5 - 1650M - (40-0),WET SLOW,ALL WEATHER TRACK,"HK$ 725,000",Sha Tin,2020/04/01
1,2,GOLDIE FLANKER(V161),K Teetan,K L Man,128,1217,12,-,"8                                                            

9                                                            

1",1:09.47,10,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
2,7,EXCEL DELIGHT(C006),J Moreira,J Size,123,1137,2,SH,"1                                                            

1                                                            

2",1:09.49,1.8,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
3,9,SUPREME PATROL(C300),M L Yeung,D E Ferraris,120,1177,7,2-1/4,"7                                                            

8                                                            

3",1:09.84,65,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
4,4,VIVA COUNCIL(A190),C Wong,L Ho,121,1155,1,2-3/4,"5                                                            

2                                                            

4",1:09.92,7.1,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
5,3,STRATHCLYDE(V225),V Borges,A T Millard,127,1172,5,3-1/2,"10                                                            

11                                                            

5",1:10.04,17,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
6,1,JOYFUL MOMENTS(T134),H N Wong,R Gibson,129,1153,9,3-3/4,"12                                                            

6                                                            

6",1:10.05,32,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
7,6,DAILY BEAUTY(D070),B Shinn,C Fownes,123,1167,4,4-1/2,"11                                                            

10                                                            

7",1:10.19,8.8,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
8,11,SKY TREASURE(V401),K C Leung,Y S Tsui,118,1094,6,13-1/2,"4                                                            

7                                                            

8",1:11.64,6.8,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
9,10,BLADE RACER(C097),G van Niekerk,C S Shum,119,1018,10,15-1/2,"2                                                            

4                                                            

9",1:11.95,25,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
10,12,AIOLOS(C040),H W Lai,W Y So,116,1178,8,15-3/4,"6                                                            

5                                                            

10",1:12.00,294,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
11,8,LET'S GO PARTY(D045),M F Poon,C H Yip,118,1098,11,16-1/2,"9                                                            

12                                                            

11",1:12.10,299,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
12,5,SOLAR VICTORY(C365),N Callan,P F Yiu,124,1213,3,24-3/4,"3                                                            

3                                                            

12",1:13.41,45,4(540),Class 4 - 1200M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
1,12,RIGHTEOUS MATE(A419),V Borges,A T Millard,121,1200,9,-,"14                                                            

13                                                            

13                                                            

1",1:39.39,93,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
2,14,SUPER RED DRAGON(C191),K Teetan,W Y So,114,1110,2,1-1/4,"5                                                            

5                                                            

2                                                            

2",1:39.56,3,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
3,4,STAR MAJESTIC(S093),B Shinn,P O'Sullivan,129,1147,12,1-1/2,"10                                                            

9                                                            

8                                                            

3",1:39.63,70,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
4,6,THIS ONE'S FOR YOU(B428),C Y Ho,K W Lui,126,1154,6,1-3/4,"11                                                            

10                                                            

10                                                            

4",1:39.65,3.9,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
5,1,JADE FORTUNE(V020),Z Purton,K L Man,133,1121,14,2-1/2,"12                                                            

12                                                            

11                                                            

5",1:39.77,7.4,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
6,5,LASTING FRIENDSHIP(B251),G van Niekerk,L Ho,127,1124,3,2-1/2,"6                                                            

6                                                            

5                                                            

6",1:39.78,15,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
7,2,SMILING CITY(D113),M Chadwick,D J Whyte,133,1050,10,2-3/4,"7                                                            

7                                                            

7                                                            

7",1:39.82,30,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
8,3,KING'S RACE(C249),M F Poon,K H Ting,130,1211,7,3,"1                                                            

1                                                            

1                                                            

8",1:39.85,7.2,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
9,9,STARLIT KNIGHT(A137),H N Wong,Y S Tsui,121,1103,1,3-1/2,"2                                                            

2                                                            

3                                                            

9",1:39.95,48,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
10,11,ALL FOR ST PAUL'S(C517),M L Yeung,F C Lor,121,1051,5,5-1/4,"3                                                            

4                                                            

6                                                            

10",1:40.22,15,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
11,10,LIGHTNING STEED(B274),C Wong,C Fownes,117,1101,13,7,"4                                                            

3                                                            

4                                                            

11",1:40.52,10,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
12,7,CALIFORNIA LEGEND(B363),J Moreira,A S Cruz,124,1145,11,17-1/4,"8                                                            

8                                                            

9                                                            

12",1:42.14,22,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
13,8,SMART THINKER(D060),H W Lai,R Gibson,124,1046,8,18,"13                                                            

14                                                            

14                                                            

13",1:42.28,410,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
14,13,HAPPY HOUR(B286),T H So,C H Yip,112,1122,4,23-1/4,"9                                                            

11                                                            

12                                                            

14",1:43.10,181,5(541),Class 4 - 1650M - (60-40),WET SLOW,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/04/01
