place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
10,12,GOOD FIT(S131),H N Wong,F C Lor,114,1198,5,9-1/4,"14                                                            

13                                                            

13                                                            

13                                                            

10",1:49.20,67,5(495),Class 4 - 1800M - (60-35),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/03/14
11,9,SHADOW BREAKER(C268),M L Yeung,K H Ting,125,1041,10,9-3/4,"3                                                            

4                                                            

5                                                            

8                                                            

11",1:49.29,118,5(495),Class 4 - 1800M - (60-35),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/03/14
12,6,STARLIT KNIGHT(A137),C Wong,Y S Tsui,122,1106,11,11-1/2,"2                                                            

2                                                            

2                                                            

2                                                            

12",1:49.58,69,5(495),Class 4 - 1800M - (60-35),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/03/14
13,1,GENERAL DINO(A193),V Borges,D E Ferraris,133,1044,3,14,"7                                                            

7                                                            

6                                                            

5                                                            

13",1:49.99,25,5(495),Class 4 - 1800M - (60-35),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/03/14
14,11,MISTER MONTE(A201),M F Poon,C W Chang,119,1069,12,14-3/4,"5                                                            

10                                                            

9                                                            

10                                                            

14",1:50.10,22,5(495),Class 4 - 1800M - (60-35),GOOD,ALL WEATHER TRACK,"HK$ 967,000",Sha Tin,2020/03/14
1,7,SMOOTHIES(D233),K C Leung,C S Shum,122,1145,4,-,"1                                                            

1                                                            

1                                                            

1",1:21.59,14,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
2,9,HIGH RISE SOLDIER(C511),C Y Ho,K W Lui,119,1011,2,SH,"7                                                            

5                                                            

4                                                            

2",1:21.61,6.1,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
3,10,EVERYONE'S JOY(C225),J Moreira,F C Lor,118,1142,7,1/2,"4                                                            

6                                                            

7                                                            

3",1:21.67,4.1,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
4,8,ULTIMATE GLORY(S235),Z Purton,K L Man,120,1279,14,1/2,"10                                                            

12                                                            

10                                                            

4",1:21.70,12,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
5,6,TOYCOON(D203),M Chadwick,P F Yiu,124,1039,5,3/4,"12                                                            

8                                                            

8                                                            

5",1:21.74,44,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
6,13,UNICORNBABY(C203),M F Poon,R Gibson,114,1138,1,1,"9                                                            

7                                                            

6                                                            

6",1:21.75,9.3,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
7,1,TRIUMPHANT HORSE(B430),H N Wong,K H Ting,112,1113,13,1-3/4,"8                                                            

13                                                            

13                                                            

7",1:21.86,39,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
8,2,BEAUTY SPIRIT(B409),B Shinn,A S Cruz,130,1277,11,2,"2                                                            

3                                                            

3                                                            

8",1:21.92,6.4,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
9,12,ZHAN JIANG ROCKS(B406),M L Yeung,W Y So,117,1064,12,2,"14                                                            

11                                                            

9                                                            

9",1:21.92,29,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
10,4,COOL TEAM(B264),C Wong,P O'Sullivan,124,1030,8,2-1/2,"11                                                            

9                                                            

12                                                            

10",1:21.98,6.8,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
11,14,GOOD FOR YOU(T265),H T Mo,Y S Tsui,111,1048,10,2-3/4,"13                                                            

14                                                            

14                                                            

11",1:22.03,112,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
12,3,FOLLOW ME(B440),K H Chan,J Size,123,1125,9,4-3/4,"5                                                            

10                                                            

11                                                            

12",1:22.35,13,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
13,11,HOME MADE(D069),V Borges,Y S Tsui,118,1183,3,8,"3                                                            

4                                                            

5                                                            

13",1:22.86,208,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
14,5,SILVER FIG(B025),C Schofield,A T Millard,127,1116,6,8-1/4,"6                                                            

2                                                            

2                                                            

14",1:22.93,13,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
WV,,HARMONY SPIRIT(D263),G van Niekerk,D J Whyte,133,---,---,---,---,---,---,6(496),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
1,2,RAGING BLITZKRIEG(B147),C Schofield,J Size,132,1139,4,-,"3                                                            

3                                                            

2                                                            

1",1:38.30,7.3,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
2,5,MONGOLIAN KING(A098),V Borges,Y S Tsui,129,1122,3,1-1/2,"7                                                            

7                                                            

6                                                            

2",1:38.52,16,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
3,11,CALIFORNIA ARGENT(C042),H T Mo,A S Cruz,113,1130,8,1-1/2,"1                                                            

1                                                            

1                                                            

3",1:38.54,22,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
4,8,CLEAR CHOICE(A426),G van Niekerk,C S Shum,118,1065,6,1-1/2,"4                                                            

4                                                            

4                                                            

4",1:38.55,11,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
5,9,RED ELYSEES(A005),Z Purton,K L Man,120,1157,2,1-3/4,"8                                                            

8                                                            

7                                                            

5",1:38.58,4.8,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
6,3,RIGHT CHOICE(C013),K H Chan,F C Lor,124,1072,11,2,"6                                                            

6                                                            

8                                                            

6",1:38.61,24,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
7,12,ENFOLDING(B353),C Wong,C Fownes,110,1098,9,2-1/2,"13                                                            

13                                                            

14                                                            

7",1:38.71,22,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
8,1,LONE EAGLE(B309),K C Leung,P F Yiu,132,1177,10,2-3/4,"2                                                            

2                                                            

3                                                            

8",1:38.75,24,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
9,14,SMILING CITY(D113),M Chadwick,D J Whyte,113,1045,5,3-1/4,"10                                                            

10                                                            

9                                                            

9",1:38.82,30,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
10,6,RACING LUCK(B223),C Y Ho,K W Lui,124,1137,12,3-1/4,"12                                                            

12                                                            

12                                                            

10",1:38.82,10,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
11,4,BEAR SLAM(C143),J Moreira,D E Ferraris,130,1006,7,4-1/4,"11                                                            

11                                                            

10                                                            

11",1:38.97,2.6,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
12,13,TRAVEL FIRST(T098),T H So,C W Chang,111,1212,14,5,"9                                                            

9                                                            

11                                                            

12",1:39.08,110,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
13,7,VOLPINO(B161),H N Wong,T P Yung,116,1140,13,5,"14                                                            

14                                                            

13                                                            

13",1:39.11,50,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
14,10,LAOS ENLIGHTENMENT(C291),M F Poon,J Moore,115,989,1,7-3/4,"5                                                            

5                                                            

5                                                            

14",1:39.52,78,7(497),Class 3 - 1650M - (85-60),GOOD,ALL WEATHER TRACK,"HK$ 1,450,000",Sha Tin,2020/03/14
1,4,SIMPLY BRILLIANT(B090),K C Leung,F C Lor,121,1127,2,-,"7                                                            

6                                                            

6                                                            

1",1:33.67,17,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
2,3,HARMONY VICTORY(B405),B Shinn,C S Shum,122,1081,8,HD,"11                                                            

11                                                            

8                                                            

2",1:33.70,19,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
3,5,ENCOURAGING(B109),K H Chan,J Moore,113,1058,11,N,"1                                                            

1                                                            

1                                                            

3",1:33.72,12,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
4,6,FAT TURTLE(C215),C Schofield,F C Lor,120,1169,1,N,"6                                                            

7                                                            

7                                                            

4",1:33.72,16,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
5,11,PRECIOUSSHIP(C050),C Y Ho,P F Yiu,114,1010,3,1/2,"8                                                            

9                                                            

9                                                            

5",1:33.74,2.9,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
6,7,FAST MOST FURIOUS(A165),M Chadwick,D J Hall,118,1144,6,1,"9                                                            

8                                                            

10                                                            

6",1:33.82,14,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
7,9,TIME TO CELEBRATE(A367),J Moreira,J Size,115,1102,5,1-1/4,"5                                                            

4                                                            

4                                                            

7",1:33.85,13,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
8,1,KA YING STAR(C198),Z Purton,A S Cruz,133,1126,10,1-1/2,"2                                                            

2                                                            

2                                                            

8",1:33.91,2.8,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
9,10,FLYING THUNDER(B328),G van Niekerk,F C Lor,115,1058,7,1-3/4,"10                                                            

10                                                            

11                                                            

9",1:33.96,13,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
10,8,GOOD STANDING(B105),M F Poon,J Moore,111,1265,4,5,"4                                                            

5                                                            

5                                                            

10",1:34.45,38,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
11,2,DARK DREAM(C075),V Borges,F C Lor,124,1130,9,9-3/4,"3                                                            

3                                                            

3                                                            

11",1:35.23,44,8(498),Class 1 - 1600M - (95+),GOOD,"TURF - ""C+3"" Course","HK$ 2,800,000",Sha Tin,2020/03/14
1,2,TRANSCENDENT(D126),Z Purton,A S Cruz,133,1070,12,-,"9                                                            

9                                                            

1",1:08.94,7.9,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
2,10,FANTASY(D100),G van Niekerk,C S Shum,116,1309,8,N,"6                                                            

8                                                            

2",1:09.00,2.5,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
3,1,BALLISTIC KING(C231),C Schofield,K H Ting,133,1098,6,N,"7                                                            

6                                                            

3",1:09.00,4.9,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
4,12,UNIQUE TREASURE(C141),K C Leung,P F Yiu,115,1110,2,3/4,"4                                                            

5                                                            

4",1:09.07,14,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
5,6,KA YING LEGEND(B234),M L Yeung,T P Yung,120,1117,10,1-1/4,"3                                                            

2                                                            

5",1:09.16,25,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
6,3,GOOD BEAUTY(B384),K H Chan,J Moore,125,1044,5,1-1/2,"8                                                            

7                                                            

6",1:09.19,15,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
7,4,VALIANT DREAM(B416),B Shinn,K W Lui,126,1206,1,2,"2                                                            

3                                                            

7",1:09.25,3.4,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
8,8,ELIGERE(C473),V Borges,Y S Tsui,117,1029,3,4-1/4,"5                                                            

4                                                            

8",1:09.60,114,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
9,11,GOKO(A270),M F Poon,C H Yip,112,1295,11,7-1/4,"1                                                            

1                                                            

9",1:10.10,151,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
10,5,KING'S HORN(D325),H T Mo,L Ho,121,1047,4,7-3/4,"10                                                            

10                                                            

10",1:10.17,156,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
11,7,OOGA CHAKA(C259),C Y Ho,C Fownes,118,1067,9,7-3/4,"11                                                            

11                                                            

11",1:10.18,227,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
WV-A,9,STAR LUCK(C257),J Moreira,F C Lor,117,---,---,---,---,---,---,9(499),Class 3 - 1200M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
1,3,MIGHTY GIANT(C470),Z Purton,P F Yiu,123,1213,3,-,"1                                                            

1                                                            

1                                                            

1",1:21.43,1.4,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
2,4,PRIVATE ROCKET(C367),G van Niekerk,D J Whyte,123,1079,1,1-3/4,"3                                                            

3                                                            

3                                                            

2",1:21.70,10,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
3,11,BEAUTY ICON(C057),C Y Ho,A S Cruz,117,1077,2,2-1/2,"6                                                            

5                                                            

5                                                            

3",1:21.83,14,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
4,8,PICKEN(B311),J Moreira,J Size,119,1183,12,2-1/2,"5                                                            

6                                                            

6                                                            

4",1:21.85,16,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
5,2,CRAIG'S STAR(C041),B Shinn,C S Shum,125,1269,4,4,"2                                                            

2                                                            

2                                                            

5",1:22.09,11,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
6,1,HELLO BEAUTY(B410),K C Leung,J Moore,129,1153,13,4-1/4,"4                                                            

4                                                            

4                                                            

6",1:22.10,29,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
7,7,MONEY BACK(C392),T H So,P O'Sullivan,117,1099,7,5-3/4,"11                                                            

11                                                            

10                                                            

7",1:22.36,45,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
8,9,THE DRIVE(C479),M L Yeung,T P Yung,119,1138,6,6-1/4,"7                                                            

8                                                            

8                                                            

8",1:22.45,239,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
9,13,AMAZING CHOCOLATE(C059),C Wong,A T Millard,110,1175,10,6-1/2,"13                                                            

13                                                            

12                                                            

9",1:22.49,9.5,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
10,10,MONGOLIAN LEGEND(B317),V Borges,Y S Tsui,118,1143,14,6-3/4,"14                                                            

14                                                            

13                                                            

10",1:22.50,69,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
11,6,KIRAM(T093),H N Wong,D E Ferraris,118,1127,5,7-1/4,"9                                                            

7                                                            

7                                                            

11",1:22.60,221,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
12,12,HANG'S DECISION(T262),H W Lai,W Y So,116,1091,11,8-3/4,"12                                                            

12                                                            

14                                                            

12",1:22.85,90,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
13,14,EVEN KEEL(C442),M F Poon,L Ho,113,1015,8,10-1/4,"8                                                            

9                                                            

11                                                            

13",1:23.07,314,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
14,5,FEARLESS FIRE(B085),M Chadwick,C Fownes,121,1185,9,11,"10                                                            

10                                                            

9                                                            

14",1:23.18,287,10(500),Class 3 - 1400M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/03/14
1,2,GARLIC YEAH(V039),Z Purton,C H Yip,131,1045,7,-,"7                                                            

7                                                            

6                                                            

6                                                            

1                                                            

1",2:16.43,6.8,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
2,10,YOUNG GLORY(B292),G van Niekerk,D E Ferraris,117,1210,2,N,"6                                                            

6                                                            

7                                                            

5                                                            

3                                                            

2",2:16.50,8.7,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
3,3,VICTORIOUS SEEKER(C091),J Moreira,P O'Sullivan,131,1115,12,3/4,"8                                                            

8                                                            

8                                                            

10                                                            

7                                                            

3",2:16.54,6.1,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
4,5,MCMUNIGAL(B335),M F Poon,D J Hall,128,1032,1,1-1/4,"2                                                            

1                                                            

1                                                            

2                                                            

4                                                            

4",2:16.62,6.5,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
5,6,SKY GEM(C251),C Y Ho,C Fownes,128,1171,5,2,"9                                                            

9                                                            

9                                                            

8                                                            

8                                                            

5",2:16.74,3.7,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
6,1,FORTUNE PATROL(A245),C Schofield,A T Millard,132,1024,4,3-3/4,"10                                                            

10                                                            

10                                                            

9                                                            

6                                                            

6",2:17.03,8.7,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
7,11,ROMANTIC JOURNEY(B107),M L Yeung,C W Chang,115,1096,11,3-3/4,"12                                                            

12                                                            

12                                                            

12                                                            

10                                                            

7",2:17.04,25,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
8,7,REEVE'S MUNTJAC(C174),M Chadwick,C H Yip,125,1192,8,5-1/2,"11                                                            

11                                                            

11                                                            

11                                                            

9                                                            

8",2:17.31,35,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
9,9,WICKER(B425),N Callan,R Gibson,122,1156,10,6-1/2,"4                                                            

3                                                            

4                                                            

3                                                            

5                                                            

9",2:17.46,21,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
10,8,ART OF RAW(V368),B Shinn,C W Chang,123,1058,6,6-1/2,"5                                                            

5                                                            

5                                                            

1                                                            

2                                                            

10",2:17.47,9.1,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
11,4,ASSOCIATION FANS(V207),C Wong,L Ho,125,1173,9,10,"1                                                            

2                                                            

2                                                            

4                                                            

11                                                            

11",2:18.02,49,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
12,12,SUNNY MAJOR(B298),V Borges,D E Ferraris,113,1150,3,10-1/4,"3                                                            

4                                                            

3                                                            

7                                                            

12                                                            

12",2:18.07,110,1(501),Class 5 - 2200M - (40-0),GOOD,"TURF - ""C+3"" Course","HK$ 725,000",Happy Valley,2020/03/18
1,12,EXCEPTIONAL DESIRE(A142),K Teetan,W Y So,118,1202,1,-,"3                                                            

2                                                            

1",1:09.39,3,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
2,2,CONFUCIUS DAY(C272),C Wong,C W Chang,127,1143,6,1/2,"1                                                            

1                                                            

2",1:09.50,9.9,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
3,9,WOOD ON FIRE(C460),J Moreira,L Ho,123,1045,4,1-3/4,"5                                                            

4                                                            

3",1:09.67,2.9,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
4,3,HAPPY WARRIOR(A313),N Callan,J Moore,132,1095,5,2-1/4,"4                                                            

5                                                            

4",1:09.74,7.8,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
5,11,SHINING ON(A359),C Y Ho,K W Lui,120,1007,9,4,"9                                                            

8                                                            

5",1:10.02,10,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
6,10,AFTER ME(B300),G van Niekerk,P F Yiu,121,1027,7,4-1/4,"7                                                            

6                                                            

6",1:10.07,11,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
7,6,PRIME TIME(D011),V Borges,Y S Tsui,126,1094,11,7-3/4,"11                                                            

10                                                            

7",1:10.62,344,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
8,1,TOP MILITARY(B424),M L Yeung,T P Yung,133,1103,12,8-1/4,"12                                                            

12                                                            

8",1:10.69,171,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
9,5,APEX TOP(D136),C Schofield,A T Millard,126,1156,3,8-1/2,"8                                                            

9                                                            

9",1:10.77,149,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
10,7,DR PROACTIVE(A345),H N Wong,K H Ting,122,1092,8,9,"6                                                            

7                                                            

10",1:10.84,19,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
11,4,SMART THINKER(D060),B Shinn,R Gibson,128,1063,2,10-1/2,"10                                                            

11                                                            

11",1:11.09,362,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
12,8,QIPAO BOSS(D207),M F Poon,D J Hall,122,1065,10,12-1/4,"2                                                            

3                                                            

12",1:11.35,18,2(502),Class 4 - 1200M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Happy Valley,2020/03/18
1,11,VERY SWEET ORANGE(A300),V Borges,Y S Tsui,118,1134,1,-,"1                                                            

1                                                            

1",0:56.83,6.7,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
2,9,AMAZING KIWI(D068),K Teetan,D J Whyte,120,1136,4,1/2,"3                                                            

3                                                            

2",0:56.92,8.4,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
3,3,EXPLOSIVE WITNESS(B001),B Shinn,C Fownes,129,1181,3,1-1/4,"7                                                            

7                                                            

3",0:57.02,30,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
4,2,BALTIC WHISPER(B216),M F Poon,C S Shum,128,1145,11,2-1/2,"10                                                            

10                                                            

4",0:57.23,60,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
5,1,LITTLE BIRD(B069),Z Purton,P F Yiu,133,1206,2,2-1/2,"4                                                            

5                                                            

5",0:57.24,3.5,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
6,4,MIG ENERGY(C376),C Y Ho,A S Cruz,128,1133,5,2-3/4,"6                                                            

6                                                            

6",0:57.26,10,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
7,5,SPECIAL STARS(C010),J Moreira,J Size,128,1098,12,2-3/4,"8                                                            

9                                                            

7",0:57.27,24,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
8,12,MOMENTUM GALAXY(C275),K C Leung,K H Ting,116,1004,6,3-1/4,"11                                                            

11                                                            

8",0:57.35,14,3(503),Class 3 - 1000M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Happy Valley,2020/03/18
